Identificador,Agente,Ronda,Estado,Puntaje,Politica,Parametro-0,Parametro-1,Politica_lag,Consistencia
25,31,2,1,1,4,100,1,4.0,1
25,31,3,0,0,4,100,1,4.0,1
25,31,4,1,1,4,100,1,4.0,1
25,31,5,0,0,4,100,1,4.0,1
25,31,6,1,1,4,100,1,4.0,1
25,31,7,0,0,4,100,1,4.0,1
25,31,8,1,1,4,100,1,4.0,1
25,31,9,0,0,4,100,1,4.0,1
25,32,0,1,1,4,100,1,,0
25,32,1,0,0,4,100,1,4.0,1
25,32,2,1,1,4,100,1,4.0,1
25,32,3,0,0,4,100,1,4.0,1
25,32,4,1,1,4,100,1,4.0,1
25,32,5,0,0,4,100,1,4.0,1
25,32,6,1,1,4,100,1,4.0,1
25,32,7,0,0,4,100,1,4.0,1
25,32,8,1,1,4,100,1,4.0,1
25,32,9,0,0,4,100,1,4.0,1
25,33,0,1,1,4,100,1,,0
25,33,1,0,0,4,100,1,4.0,1
25,33,2,1,1,4,100,1,4.0,1
25,33,3,0,0,4,100,1,4.0,1
25,33,4,1,1,4,100,1,4.0,1
25,33,5,0,0,4,100,1,4.0,1
25,33,6,1,1,4,100,1,4.0,1
25,33,7,0,0,4,100,1,4.0,1
25,33,8,1,1,4,100,1,4.0,1
25,33,9,0,0,4,100,1,4.0,1
25,34,0,1,1,4,100,1,,0
25,34,1,0,0,4,100,1,4.0,1
25,34,2,1,1,4,100,1,4.0,1
25,34,3,0,0,4,100,1,4.0,1
25,34,4,1,1,4,100,1,4.0,1
25,34,5,0,0,4,100,1,4.0,1
25,34,6,1,1,4,100,1,4.0,1
25,34,7,0,0,4,100,1,4.0,1
25,34,8,1,1,4,100,1,4.0,1
25,34,9,0,0,4,100,1,4.0,1
25,35,0,0,0,4,100,1,,0
25,35,1,1,1,4,100,1,4.0,1
25,35,2,0,0,4,100,1,4.0,1
25,35,3,1,1,4,100,1,4.0,1
25,35,4,0,0,4,100,1,4.0,1
25,35,5,1,1,4,100,1,4.0,1
25,35,6,0,0,4,100,1,4.0,1
25,35,7,1,1,4,100,1,4.0,1
25,35,8,0,0,4,100,1,4.0,1
25,35,9,1,1,4,100,1,4.0,1
25,36,0,0,0,4,100,1,,0
25,36,1,1,1,4,100,1,4.0,1
25,36,2,0,0,4,100,1,4.0,1
25,36,3,1,1,4,100,1,4.0,1
25,36,4,0,0,4,100,1,4.0,1
25,36,5,1,1,4,100,1,4.0,1
25,36,6,0,0,4,100,1,4.0,1
25,36,7,1,1,4,100,1,4.0,1
25,36,8,0,0,4,100,1,4.0,1
25,36,9,1,1,4,100,1,4.0,1
25,37,0,0,0,4,100,1,,0
25,37,1,1,1,4,100,1,4.0,1
25,37,2,0,0,4,100,1,4.0,1
25,37,3,1,1,4,100,1,4.0,1
25,37,4,0,0,4,100,1,4.0,1
25,37,5,1,1,4,100,1,4.0,1
25,37,6,0,0,4,100,1,4.0,1
25,37,7,1,1,4,100,1,4.0,1
25,37,8,0,0,4,100,1,4.0,1
25,37,9,1,1,4,100,1,4.0,1
25,38,0,0,0,4,100,1,,0
25,38,1,1,1,4,100,1,4.0,1
25,38,2,0,0,4,100,1,4.0,1
25,38,3,1,1,4,100,1,4.0,1
25,38,4,0,0,4,100,1,4.0,1
25,38,5,1,1,4,100,1,4.0,1
25,38,6,0,0,4,100,1,4.0,1
25,38,7,1,1,4,100,1,4.0,1
25,38,8,0,0,4,100,1,4.0,1
25,38,9,1,1,4,100,1,4.0,1
25,39,0,0,0,4,100,1,,0
25,39,1,1,1,4,100,1,4.0,1
25,39,2,0,0,4,100,1,4.0,1
25,39,3,1,1,4,100,1,4.0,1
25,39,4,0,0,4,100,1,4.0,1
25,39,5,1,1,4,100,1,4.0,1
25,39,6,0,0,4,100,1,4.0,1
25,39,7,1,1,4,100,1,4.0,1
25,39,8,0,0,4,100,1,4.0,1
25,39,9,1,1,4,100,1,4.0,1
25,40,0,1,1,4,100,1,,0
25,40,1,0,0,4,100,1,4.0,1
25,40,2,1,1,4,100,1,4.0,1
25,40,3,0,0,4,100,1,4.0,1
25,40,4,1,1,4,100,1,4.0,1
25,40,5,0,0,4,100,1,4.0,1
25,40,6,1,1,4,100,1,4.0,1
25,40,7,0,0,4,100,1,4.0,1
25,40,8,1,1,4,100,1,4.0,1
25,40,9,0,0,4,100,1,4.0,1
25,41,0,1,1,4,100,1,,0
25,41,1,0,0,4,100,1,4.0,1
25,41,2,1,1,4,100,1,4.0,1
25,41,3,0,0,4,100,1,4.0,1
25,41,4,1,1,4,100,1,4.0,1
25,41,5,0,0,4,100,1,4.0,1
25,41,6,1,1,4,100,1,4.0,1
25,41,7,0,0,4,100,1,4.0,1
25,41,8,1,1,4,100,1,4.0,1
25,41,9,0,0,4,100,1,4.0,1
25,42,0,1,1,4,100,1,,0
25,42,1,0,0,4,100,1,4.0,1
25,42,2,1,1,4,100,1,4.0,1
25,42,3,0,0,4,100,1,4.0,1
25,42,4,1,1,4,100,1,4.0,1
25,42,5,0,0,4,100,1,4.0,1
25,42,6,1,1,4,100,1,4.0,1
25,42,7,0,0,4,100,1,4.0,1
25,42,8,1,1,4,100,1,4.0,1
25,42,9,0,0,4,100,1,4.0,1
25,43,0,1,1,4,100,1,,0
25,43,1,0,0,4,100,1,4.0,1
25,43,2,1,1,4,100,1,4.0,1
25,43,3,0,0,4,100,1,4.0,1
25,43,4,1,1,4,100,1,4.0,1
25,43,5,0,0,4,100,1,4.0,1
25,43,6,1,1,4,100,1,4.0,1
25,43,7,0,0,4,100,1,4.0,1
25,43,8,1,1,4,100,1,4.0,1
25,43,9,0,0,4,100,1,4.0,1
25,44,0,1,1,4,100,1,,0
25,44,1,0,0,4,100,1,4.0,1
25,44,2,1,1,4,100,1,4.0,1
25,44,3,0,0,4,100,1,4.0,1
25,44,4,1,1,4,100,1,4.0,1
25,44,5,0,0,4,100,1,4.0,1
25,44,6,1,1,4,100,1,4.0,1
25,44,7,0,0,4,100,1,4.0,1
25,44,8,1,1,4,100,1,4.0,1
25,44,9,0,0,4,100,1,4.0,1
25,45,0,0,0,4,100,1,,0
25,45,1,1,1,4,100,1,4.0,1
25,45,2,0,0,4,100,1,4.0,1
25,45,3,1,1,4,100,1,4.0,1
25,45,4,0,0,4,100,1,4.0,1
25,45,5,1,1,4,100,1,4.0,1
25,45,6,0,0,4,100,1,4.0,1
25,45,7,1,1,4,100,1,4.0,1
25,45,8,0,0,4,100,1,4.0,1
25,45,9,1,1,4,100,1,4.0,1
25,46,0,0,0,4,100,1,,0
25,46,1,1,1,4,100,1,4.0,1
25,46,2,0,0,4,100,1,4.0,1
25,46,3,1,1,4,100,1,4.0,1
25,46,4,0,0,4,100,1,4.0,1
25,46,5,1,1,4,100,1,4.0,1
25,46,6,0,0,4,100,1,4.0,1
25,46,7,1,1,4,100,1,4.0,1
25,46,8,0,0,4,100,1,4.0,1
25,46,9,1,1,4,100,1,4.0,1
25,47,0,0,0,4,100,1,,0
25,47,1,1,1,4,100,1,4.0,1
25,47,2,0,0,4,100,1,4.0,1
25,47,3,1,1,4,100,1,4.0,1
25,47,4,0,0,4,100,1,4.0,1
25,47,5,1,1,4,100,1,4.0,1
25,47,6,0,0,4,100,1,4.0,1
25,47,7,1,1,4,100,1,4.0,1
25,47,8,0,0,4,100,1,4.0,1
25,47,9,1,1,4,100,1,4.0,1
25,48,0,0,0,4,100,1,,0
25,48,1,1,1,4,100,1,4.0,1
25,48,2,0,0,4,100,1,4.0,1
25,48,3,1,1,4,100,1,4.0,1
25,48,4,0,0,4,100,1,4.0,1
25,48,5,1,1,4,100,1,4.0,1
25,48,6,0,0,4,100,1,4.0,1
25,48,7,1,1,4,100,1,4.0,1
25,48,8,0,0,4,100,1,4.0,1
25,48,9,1,1,4,100,1,4.0,1
25,49,0,0,0,4,100,1,,0
25,49,1,1,1,4,100,1,4.0,1
25,49,2,0,0,4,100,1,4.0,1
25,49,3,1,1,4,100,1,4.0,1
25,49,4,0,0,4,100,1,4.0,1
25,49,5,1,1,4,100,1,4.0,1
25,49,6,0,0,4,100,1,4.0,1
25,49,7,1,1,4,100,1,4.0,1
25,49,8,0,0,4,100,1,4.0,1
25,49,9,1,1,4,100,1,4.0,1
25,50,0,1,1,4,100,1,,0
25,50,1,0,0,4,100,1,4.0,1
25,50,2,1,1,4,100,1,4.0,1
25,50,3,0,0,4,100,1,4.0,1
25,50,4,1,1,4,100,1,4.0,1
25,50,5,0,0,4,100,1,4.0,1
25,50,6,1,1,4,100,1,4.0,1
25,50,7,0,0,4,100,1,4.0,1
25,50,8,1,1,4,100,1,4.0,1
25,50,9,0,0,4,100,1,4.0,1
25,51,0,1,1,4,100,1,,0
25,51,1,0,0,4,100,1,4.0,1
25,51,2,1,1,4,100,1,4.0,1
25,51,3,0,0,4,100,1,4.0,1
25,51,4,1,1,4,100,1,4.0,1
25,51,5,0,0,4,100,1,4.0,1
25,51,6,1,1,4,100,1,4.0,1
25,51,7,0,0,4,100,1,4.0,1
25,51,8,1,1,4,100,1,4.0,1
25,51,9,0,0,4,100,1,4.0,1
25,52,0,1,1,4,100,1,,0
25,52,1,0,0,4,100,1,4.0,1
25,52,2,1,1,4,100,1,4.0,1
25,52,3,0,0,4,100,1,4.0,1
25,52,4,1,1,4,100,1,4.0,1
25,52,5,0,0,4,100,1,4.0,1
25,52,6,1,1,4,100,1,4.0,1
25,52,7,0,0,4,100,1,4.0,1
25,52,8,1,1,4,100,1,4.0,1
25,52,9,0,0,4,100,1,4.0,1
25,53,0,1,1,4,100,1,,0
25,53,1,0,0,4,100,1,4.0,1
25,53,2,1,1,4,100,1,4.0,1
25,53,3,0,0,4,100,1,4.0,1
25,53,4,1,1,4,100,1,4.0,1
25,53,5,0,0,4,100,1,4.0,1
25,53,6,1,1,4,100,1,4.0,1
25,53,7,0,0,4,100,1,4.0,1
25,53,8,1,1,4,100,1,4.0,1
25,53,9,0,0,4,100,1,4.0,1
25,54,0,1,1,4,100,1,,0
25,54,1,0,0,4,100,1,4.0,1
25,54,2,1,1,4,100,1,4.0,1
25,54,3,0,0,4,100,1,4.0,1
25,54,4,1,1,4,100,1,4.0,1
25,54,5,0,0,4,100,1,4.0,1
25,54,6,1,1,4,100,1,4.0,1
25,54,7,0,0,4,100,1,4.0,1
25,54,8,1,1,4,100,1,4.0,1
25,54,9,0,0,4,100,1,4.0,1
25,55,0,0,0,4,100,1,,0
25,55,1,1,1,4,100,1,4.0,1
25,55,2,0,0,4,100,1,4.0,1
25,55,3,1,1,4,100,1,4.0,1
25,55,4,0,0,4,100,1,4.0,1
25,55,5,1,1,4,100,1,4.0,1
25,55,6,0,0,4,100,1,4.0,1
25,55,7,1,1,4,100,1,4.0,1
25,55,8,0,0,4,100,1,4.0,1
25,55,9,1,1,4,100,1,4.0,1
25,56,0,0,0,4,100,1,,0
25,56,1,1,1,4,100,1,4.0,1
25,56,2,0,0,4,100,1,4.0,1
25,56,3,1,1,4,100,1,4.0,1
25,56,4,0,0,4,100,1,4.0,1
25,56,5,1,1,4,100,1,4.0,1
25,56,6,0,0,4,100,1,4.0,1
25,56,7,1,1,4,100,1,4.0,1
25,56,8,0,0,4,100,1,4.0,1
25,56,9,1,1,4,100,1,4.0,1
25,57,0,0,0,4,100,1,,0
25,57,1,1,1,4,100,1,4.0,1
25,57,2,0,0,4,100,1,4.0,1
25,57,3,1,1,4,100,1,4.0,1
25,57,4,0,0,4,100,1,4.0,1
25,57,5,1,1,4,100,1,4.0,1
25,57,6,0,0,4,100,1,4.0,1
25,57,7,1,1,4,100,1,4.0,1
25,57,8,0,0,4,100,1,4.0,1
25,57,9,1,1,4,100,1,4.0,1
25,58,0,0,0,4,100,1,,0
25,58,1,1,1,4,100,1,4.0,1
25,58,2,0,0,4,100,1,4.0,1
25,58,3,1,1,4,100,1,4.0,1
25,58,4,0,0,4,100,1,4.0,1
25,58,5,1,1,4,100,1,4.0,1
25,58,6,0,0,4,100,1,4.0,1
25,58,7,1,1,4,100,1,4.0,1
25,58,8,0,0,4,100,1,4.0,1
25,58,9,1,1,4,100,1,4.0,1
25,59,0,0,0,4,100,1,,0
25,59,1,1,1,4,100,1,4.0,1
25,59,2,0,0,4,100,1,4.0,1
25,59,3,1,1,4,100,1,4.0,1
25,59,4,0,0,4,100,1,4.0,1
25,59,5,1,1,4,100,1,4.0,1
25,59,6,0,0,4,100,1,4.0,1
25,59,7,1,1,4,100,1,4.0,1
25,59,8,0,0,4,100,1,4.0,1
25,59,9,1,1,4,100,1,4.0,1
25,60,0,1,1,4,100,1,,0
25,60,1,0,0,4,100,1,4.0,1
25,60,2,1,1,4,100,1,4.0,1
25,60,3,0,0,4,100,1,4.0,1
25,60,4,1,1,4,100,1,4.0,1
25,60,5,0,0,4,100,1,4.0,1
25,60,6,1,1,4,100,1,4.0,1
25,60,7,0,0,4,100,1,4.0,1
25,60,8,1,1,4,100,1,4.0,1
25,60,9,0,0,4,100,1,4.0,1
25,61,0,1,1,4,100,1,,0
25,61,1,0,0,4,100,1,4.0,1
25,61,2,1,1,4,100,1,4.0,1
25,61,3,0,0,4,100,1,4.0,1
25,61,4,1,1,4,100,1,4.0,1
25,61,5,0,0,4,100,1,4.0,1
25,61,6,1,1,4,100,1,4.0,1
25,61,7,0,0,4,100,1,4.0,1
25,61,8,1,1,4,100,1,4.0,1
25,61,9,0,0,4,100,1,4.0,1
25,62,0,1,1,4,100,1,,0
25,62,1,0,0,4,100,1,4.0,1
25,62,2,1,1,4,100,1,4.0,1
25,62,3,0,0,4,100,1,4.0,1
25,62,4,1,1,4,100,1,4.0,1
25,62,5,0,0,4,100,1,4.0,1
25,62,6,1,1,4,100,1,4.0,1
25,62,7,0,0,4,100,1,4.0,1
25,62,8,1,1,4,100,1,4.0,1
25,62,9,0,0,4,100,1,4.0,1
25,63,0,1,1,4,100,1,,0
25,63,1,0,0,4,100,1,4.0,1
25,63,2,1,1,4,100,1,4.0,1
25,63,3,0,0,4,100,1,4.0,1
25,63,4,1,1,4,100,1,4.0,1
25,63,5,0,0,4,100,1,4.0,1
25,63,6,1,1,4,100,1,4.0,1
25,63,7,0,0,4,100,1,4.0,1
25,63,8,1,1,4,100,1,4.0,1
25,63,9,0,0,4,100,1,4.0,1
