Identificador,Agente,Ronda,Estado,Puntaje,Politica,Parametro-0,Parametro-1,Politica_lag,Consistencia
21,16,4,1,-1,7,100,1,7.0,1
21,16,5,1,-1,7,100,1,7.0,1
21,16,6,1,-1,7,100,1,7.0,1
21,16,7,1,-1,7,100,1,7.0,1
21,16,8,1,-1,7,100,1,7.0,1
21,16,9,1,-1,7,100,1,7.0,1
21,17,0,1,-1,7,100,1,,0
21,17,1,1,-1,7,100,1,7.0,1
21,17,2,1,-1,7,100,1,7.0,1
21,17,3,1,-1,7,100,1,7.0,1
21,17,4,1,-1,7,100,1,7.0,1
21,17,5,1,-1,7,100,1,7.0,1
21,17,6,1,-1,7,100,1,7.0,1
21,17,7,1,-1,7,100,1,7.0,1
21,17,8,1,-1,7,100,1,7.0,1
21,17,9,1,-1,7,100,1,7.0,1
21,18,0,1,-1,7,100,1,,0
21,18,1,1,-1,7,100,1,7.0,1
21,18,2,1,-1,7,100,1,7.0,1
21,18,3,1,-1,7,100,1,7.0,1
21,18,4,1,-1,7,100,1,7.0,1
21,18,5,1,-1,7,100,1,7.0,1
21,18,6,1,-1,7,100,1,7.0,1
21,18,7,1,-1,7,100,1,7.0,1
21,18,8,1,-1,7,100,1,7.0,1
21,18,9,1,-1,7,100,1,7.0,1
21,19,0,1,-1,7,100,1,,0
21,19,1,1,-1,7,100,1,7.0,1
21,19,2,1,-1,7,100,1,7.0,1
21,19,3,1,-1,7,100,1,7.0,1
21,19,4,1,-1,7,100,1,7.0,1
21,19,5,1,-1,7,100,1,7.0,1
21,19,6,1,-1,7,100,1,7.0,1
21,19,7,1,-1,7,100,1,7.0,1
21,19,8,1,-1,7,100,1,7.0,1
21,19,9,1,-1,7,100,1,7.0,1
21,20,0,1,-1,7,100,1,,0
21,20,1,1,-1,7,100,1,7.0,1
21,20,2,1,-1,7,100,1,7.0,1
21,20,3,1,-1,7,100,1,7.0,1
21,20,4,1,-1,7,100,1,7.0,1
21,20,5,1,-1,7,100,1,7.0,1
21,20,6,1,-1,7,100,1,7.0,1
21,20,7,1,-1,7,100,1,7.0,1
21,20,8,1,-1,7,100,1,7.0,1
21,20,9,1,-1,7,100,1,7.0,1
21,21,0,1,-1,7,100,1,,0
21,21,1,1,-1,7,100,1,7.0,1
21,21,2,1,-1,7,100,1,7.0,1
21,21,3,1,-1,7,100,1,7.0,1
21,21,4,1,-1,7,100,1,7.0,1
21,21,5,1,-1,7,100,1,7.0,1
21,21,6,1,-1,7,100,1,7.0,1
21,21,7,1,-1,7,100,1,7.0,1
21,21,8,1,-1,7,100,1,7.0,1
21,21,9,1,-1,7,100,1,7.0,1
21,22,0,1,-1,7,100,1,,0
21,22,1,1,-1,7,100,1,7.0,1
21,22,2,1,-1,7,100,1,7.0,1
21,22,3,1,-1,7,100,1,7.0,1
21,22,4,1,-1,7,100,1,7.0,1
21,22,5,1,-1,7,100,1,7.0,1
21,22,6,1,-1,7,100,1,7.0,1
21,22,7,1,-1,7,100,1,7.0,1
21,22,8,1,-1,7,100,1,7.0,1
21,22,9,1,-1,7,100,1,7.0,1
21,23,0,1,-1,7,100,1,,0
21,23,1,1,-1,7,100,1,7.0,1
21,23,2,1,-1,7,100,1,7.0,1
21,23,3,1,-1,7,100,1,7.0,1
21,23,4,1,-1,7,100,1,7.0,1
21,23,5,1,-1,7,100,1,7.0,1
21,23,6,1,-1,7,100,1,7.0,1
21,23,7,1,-1,7,100,1,7.0,1
21,23,8,1,-1,7,100,1,7.0,1
21,23,9,1,-1,7,100,1,7.0,1
21,24,0,1,-1,7,100,1,,0
21,24,1,1,-1,7,100,1,7.0,1
21,24,2,1,-1,7,100,1,7.0,1
21,24,3,1,-1,7,100,1,7.0,1
21,24,4,1,-1,7,100,1,7.0,1
21,24,5,1,-1,7,100,1,7.0,1
21,24,6,1,-1,7,100,1,7.0,1
21,24,7,1,-1,7,100,1,7.0,1
21,24,8,1,-1,7,100,1,7.0,1
21,24,9,1,-1,7,100,1,7.0,1
21,25,0,1,-1,7,100,1,,0
21,25,1,1,-1,7,100,1,7.0,1
21,25,2,1,-1,7,100,1,7.0,1
21,25,3,1,-1,7,100,1,7.0,1
21,25,4,1,-1,7,100,1,7.0,1
21,25,5,1,-1,7,100,1,7.0,1
21,25,6,1,-1,7,100,1,7.0,1
21,25,7,1,-1,7,100,1,7.0,1
21,25,8,1,-1,7,100,1,7.0,1
21,25,9,1,-1,7,100,1,7.0,1
21,26,0,1,-1,7,100,1,,0
21,26,1,1,-1,7,100,1,7.0,1
21,26,2,1,-1,7,100,1,7.0,1
21,26,3,1,-1,7,100,1,7.0,1
21,26,4,1,-1,7,100,1,7.0,1
21,26,5,1,-1,7,100,1,7.0,1
21,26,6,1,-1,7,100,1,7.0,1
21,26,7,1,-1,7,100,1,7.0,1
21,26,8,1,-1,7,100,1,7.0,1
21,26,9,1,-1,7,100,1,7.0,1
21,27,0,1,-1,7,100,1,,0
21,27,1,1,-1,7,100,1,7.0,1
21,27,2,1,-1,7,100,1,7.0,1
21,27,3,1,-1,7,100,1,7.0,1
21,27,4,1,-1,7,100,1,7.0,1
21,27,5,1,-1,7,100,1,7.0,1
21,27,6,1,-1,7,100,1,7.0,1
21,27,7,1,-1,7,100,1,7.0,1
21,27,8,1,-1,7,100,1,7.0,1
21,27,9,1,-1,7,100,1,7.0,1
21,28,0,1,-1,7,100,1,,0
21,28,1,1,-1,7,100,1,7.0,1
21,28,2,1,-1,7,100,1,7.0,1
21,28,3,1,-1,7,100,1,7.0,1
21,28,4,1,-1,7,100,1,7.0,1
21,28,5,1,-1,7,100,1,7.0,1
21,28,6,1,-1,7,100,1,7.0,1
21,28,7,1,-1,7,100,1,7.0,1
21,28,8,1,-1,7,100,1,7.0,1
21,28,9,1,-1,7,100,1,7.0,1
21,29,0,1,-1,7,100,1,,0
21,29,1,1,-1,7,100,1,7.0,1
21,29,2,1,-1,7,100,1,7.0,1
21,29,3,1,-1,7,100,1,7.0,1
21,29,4,1,-1,7,100,1,7.0,1
21,29,5,1,-1,7,100,1,7.0,1
21,29,6,1,-1,7,100,1,7.0,1
21,29,7,1,-1,7,100,1,7.0,1
21,29,8,1,-1,7,100,1,7.0,1
21,29,9,1,-1,7,100,1,7.0,1
21,30,0,1,-1,7,100,1,,0
21,30,1,1,-1,7,100,1,7.0,1
21,30,2,1,-1,7,100,1,7.0,1
21,30,3,1,-1,7,100,1,7.0,1
21,30,4,1,-1,7,100,1,7.0,1
21,30,5,1,-1,7,100,1,7.0,1
21,30,6,1,-1,7,100,1,7.0,1
21,30,7,1,-1,7,100,1,7.0,1
21,30,8,1,-1,7,100,1,7.0,1
21,30,9,1,-1,7,100,1,7.0,1
21,31,0,1,-1,7,100,1,,0
21,31,1,1,-1,7,100,1,7.0,1
21,31,2,1,-1,7,100,1,7.0,1
21,31,3,1,-1,7,100,1,7.0,1
21,31,4,1,-1,7,100,1,7.0,1
21,31,5,1,-1,7,100,1,7.0,1
21,31,6,1,-1,7,100,1,7.0,1
21,31,7,1,-1,7,100,1,7.0,1
21,31,8,1,-1,7,100,1,7.0,1
21,31,9,1,-1,7,100,1,7.0,1
21,32,0,1,-1,7,100,1,,0
21,32,1,1,-1,7,100,1,7.0,1
21,32,2,1,-1,7,100,1,7.0,1
21,32,3,1,-1,7,100,1,7.0,1
21,32,4,1,-1,7,100,1,7.0,1
21,32,5,1,-1,7,100,1,7.0,1
21,32,6,1,-1,7,100,1,7.0,1
21,32,7,1,-1,7,100,1,7.0,1
21,32,8,1,-1,7,100,1,7.0,1
21,32,9,1,-1,7,100,1,7.0,1
21,33,0,1,-1,7,100,1,,0
21,33,1,1,-1,7,100,1,7.0,1
21,33,2,1,-1,7,100,1,7.0,1
21,33,3,1,-1,7,100,1,7.0,1
21,33,4,1,-1,7,100,1,7.0,1
21,33,5,1,-1,7,100,1,7.0,1
21,33,6,1,-1,7,100,1,7.0,1
21,33,7,1,-1,7,100,1,7.0,1
21,33,8,1,-1,7,100,1,7.0,1
21,33,9,1,-1,7,100,1,7.0,1
21,34,0,1,-1,7,100,1,,0
21,34,1,1,-1,7,100,1,7.0,1
21,34,2,1,-1,7,100,1,7.0,1
21,34,3,1,-1,7,100,1,7.0,1
21,34,4,1,-1,7,100,1,7.0,1
21,34,5,1,-1,7,100,1,7.0,1
21,34,6,1,-1,7,100,1,7.0,1
21,34,7,1,-1,7,100,1,7.0,1
21,34,8,1,-1,7,100,1,7.0,1
21,34,9,1,-1,7,100,1,7.0,1
21,35,0,1,-1,7,100,1,,0
21,35,1,1,-1,7,100,1,7.0,1
21,35,2,1,-1,7,100,1,7.0,1
21,35,3,1,-1,7,100,1,7.0,1
21,35,4,1,-1,7,100,1,7.0,1
21,35,5,1,-1,7,100,1,7.0,1
21,35,6,1,-1,7,100,1,7.0,1
21,35,7,1,-1,7,100,1,7.0,1
21,35,8,1,-1,7,100,1,7.0,1
21,35,9,1,-1,7,100,1,7.0,1
21,36,0,1,-1,7,100,1,,0
21,36,1,1,-1,7,100,1,7.0,1
21,36,2,1,-1,7,100,1,7.0,1
21,36,3,1,-1,7,100,1,7.0,1
21,36,4,1,-1,7,100,1,7.0,1
21,36,5,1,-1,7,100,1,7.0,1
21,36,6,1,-1,7,100,1,7.0,1
21,36,7,1,-1,7,100,1,7.0,1
21,36,8,1,-1,7,100,1,7.0,1
21,36,9,1,-1,7,100,1,7.0,1
21,37,0,1,-1,7,100,1,,0
21,37,1,1,-1,7,100,1,7.0,1
21,37,2,1,-1,7,100,1,7.0,1
21,37,3,1,-1,7,100,1,7.0,1
21,37,4,1,-1,7,100,1,7.0,1
21,37,5,1,-1,7,100,1,7.0,1
21,37,6,1,-1,7,100,1,7.0,1
21,37,7,1,-1,7,100,1,7.0,1
21,37,8,1,-1,7,100,1,7.0,1
21,37,9,1,-1,7,100,1,7.0,1
21,38,0,1,-1,7,100,1,,0
21,38,1,1,-1,7,100,1,7.0,1
21,38,2,1,-1,7,100,1,7.0,1
21,38,3,1,-1,7,100,1,7.0,1
21,38,4,1,-1,7,100,1,7.0,1
21,38,5,1,-1,7,100,1,7.0,1
21,38,6,1,-1,7,100,1,7.0,1
21,38,7,1,-1,7,100,1,7.0,1
21,38,8,1,-1,7,100,1,7.0,1
21,38,9,1,-1,7,100,1,7.0,1
21,39,0,1,-1,7,100,1,,0
21,39,1,1,-1,7,100,1,7.0,1
21,39,2,1,-1,7,100,1,7.0,1
21,39,3,1,-1,7,100,1,7.0,1
21,39,4,1,-1,7,100,1,7.0,1
21,39,5,1,-1,7,100,1,7.0,1
21,39,6,1,-1,7,100,1,7.0,1
21,39,7,1,-1,7,100,1,7.0,1
21,39,8,1,-1,7,100,1,7.0,1
21,39,9,1,-1,7,100,1,7.0,1
21,40,0,1,-1,7,100,1,,0
21,40,1,1,-1,7,100,1,7.0,1
21,40,2,1,-1,7,100,1,7.0,1
21,40,3,1,-1,7,100,1,7.0,1
21,40,4,1,-1,7,100,1,7.0,1
21,40,5,1,-1,7,100,1,7.0,1
21,40,6,1,-1,7,100,1,7.0,1
21,40,7,1,-1,7,100,1,7.0,1
21,40,8,1,-1,7,100,1,7.0,1
21,40,9,1,-1,7,100,1,7.0,1
21,41,0,1,-1,7,100,1,,0
21,41,1,1,-1,7,100,1,7.0,1
21,41,2,1,-1,7,100,1,7.0,1
21,41,3,1,-1,7,100,1,7.0,1
21,41,4,1,-1,7,100,1,7.0,1
21,41,5,1,-1,7,100,1,7.0,1
21,41,6,1,-1,7,100,1,7.0,1
21,41,7,1,-1,7,100,1,7.0,1
21,41,8,1,-1,7,100,1,7.0,1
21,41,9,1,-1,7,100,1,7.0,1
21,42,0,1,-1,7,100,1,,0
21,42,1,1,-1,7,100,1,7.0,1
21,42,2,1,-1,7,100,1,7.0,1
21,42,3,1,-1,7,100,1,7.0,1
21,42,4,1,-1,7,100,1,7.0,1
21,42,5,1,-1,7,100,1,7.0,1
21,42,6,1,-1,7,100,1,7.0,1
21,42,7,1,-1,7,100,1,7.0,1
21,42,8,1,-1,7,100,1,7.0,1
21,42,9,1,-1,7,100,1,7.0,1
21,43,0,1,-1,7,100,1,,0
21,43,1,1,-1,7,100,1,7.0,1
21,43,2,1,-1,7,100,1,7.0,1
21,43,3,1,-1,7,100,1,7.0,1
21,43,4,1,-1,7,100,1,7.0,1
21,43,5,1,-1,7,100,1,7.0,1
21,43,6,1,-1,7,100,1,7.0,1
21,43,7,1,-1,7,100,1,7.0,1
21,43,8,1,-1,7,100,1,7.0,1
21,43,9,1,-1,7,100,1,7.0,1
21,44,0,1,-1,7,100,1,,0
21,44,1,1,-1,7,100,1,7.0,1
21,44,2,1,-1,7,100,1,7.0,1
21,44,3,1,-1,7,100,1,7.0,1
21,44,4,1,-1,7,100,1,7.0,1
21,44,5,1,-1,7,100,1,7.0,1
21,44,6,1,-1,7,100,1,7.0,1
21,44,7,1,-1,7,100,1,7.0,1
21,44,8,1,-1,7,100,1,7.0,1
21,44,9,1,-1,7,100,1,7.0,1
21,45,0,1,-1,7,100,1,,0
21,45,1,1,-1,7,100,1,7.0,1
21,45,2,1,-1,7,100,1,7.0,1
21,45,3,1,-1,7,100,1,7.0,1
21,45,4,1,-1,7,100,1,7.0,1
21,45,5,1,-1,7,100,1,7.0,1
21,45,6,1,-1,7,100,1,7.0,1
21,45,7,1,-1,7,100,1,7.0,1
21,45,8,1,-1,7,100,1,7.0,1
21,45,9,1,-1,7,100,1,7.0,1
21,46,0,1,-1,7,100,1,,0
21,46,1,1,-1,7,100,1,7.0,1
21,46,2,1,-1,7,100,1,7.0,1
21,46,3,1,-1,7,100,1,7.0,1
21,46,4,1,-1,7,100,1,7.0,1
21,46,5,1,-1,7,100,1,7.0,1
21,46,6,1,-1,7,100,1,7.0,1
21,46,7,1,-1,7,100,1,7.0,1
21,46,8,1,-1,7,100,1,7.0,1
21,46,9,1,-1,7,100,1,7.0,1
21,47,0,1,-1,7,100,1,,0
21,47,1,1,-1,7,100,1,7.0,1
21,47,2,1,-1,7,100,1,7.0,1
21,47,3,1,-1,7,100,1,7.0,1
21,47,4,1,-1,7,100,1,7.0,1
21,47,5,1,-1,7,100,1,7.0,1
21,47,6,1,-1,7,100,1,7.0,1
21,47,7,1,-1,7,100,1,7.0,1
21,47,8,1,-1,7,100,1,7.0,1
21,47,9,1,-1,7,100,1,7.0,1
21,48,0,1,-1,7,100,1,,0
21,48,1,1,-1,7,100,1,7.0,1
21,48,2,1,-1,7,100,1,7.0,1
21,48,3,1,-1,7,100,1,7.0,1
21,48,4,1,-1,7,100,1,7.0,1
21,48,5,1,-1,7,100,1,7.0,1
21,48,6,1,-1,7,100,1,7.0,1
21,48,7,1,-1,7,100,1,7.0,1
21,48,8,1,-1,7,100,1,7.0,1
21,48,9,1,-1,7,100,1,7.0,1
21,49,0,1,-1,7,100,1,,0
21,49,1,1,-1,7,100,1,7.0,1
21,49,2,1,-1,7,100,1,7.0,1
21,49,3,1,-1,7,100,1,7.0,1
21,49,4,1,-1,7,100,1,7.0,1
21,49,5,1,-1,7,100,1,7.0,1
21,49,6,1,-1,7,100,1,7.0,1
21,49,7,1,-1,7,100,1,7.0,1
21,49,8,1,-1,7,100,1,7.0,1
21,49,9,1,-1,7,100,1,7.0,1
21,50,0,1,-1,7,100,1,,0
21,50,1,1,-1,7,100,1,7.0,1
21,50,2,1,-1,7,100,1,7.0,1
21,50,3,1,-1,7,100,1,7.0,1
21,50,4,1,-1,7,100,1,7.0,1
21,50,5,1,-1,7,100,1,7.0,1
21,50,6,1,-1,7,100,1,7.0,1
21,50,7,1,-1,7,100,1,7.0,1
21,50,8,1,-1,7,100,1,7.0,1
21,50,9,1,-1,7,100,1,7.0,1
21,51,0,1,-1,7,100,1,,0
21,51,1,1,-1,7,100,1,7.0,1
21,51,2,1,-1,7,100,1,7.0,1
21,51,3,1,-1,7,100,1,7.0,1
21,51,4,1,-1,7,100,1,7.0,1
21,51,5,1,-1,7,100,1,7.0,1
21,51,6,1,-1,7,100,1,7.0,1
21,51,7,1,-1,7,100,1,7.0,1
21,51,8,1,-1,7,100,1,7.0,1
21,51,9,1,-1,7,100,1,7.0,1
21,52,0,1,-1,7,100,1,,0
21,52,1,1,-1,7,100,1,7.0,1
21,52,2,1,-1,7,100,1,7.0,1
21,52,3,1,-1,7,100,1,7.0,1
21,52,4,1,-1,7,100,1,7.0,1
21,52,5,1,-1,7,100,1,7.0,1
21,52,6,1,-1,7,100,1,7.0,1
21,52,7,1,-1,7,100,1,7.0,1
21,52,8,1,-1,7,100,1,7.0,1
21,52,9,1,-1,7,100,1,7.0,1
21,53,0,1,-1,7,100,1,,0
21,53,1,1,-1,7,100,1,7.0,1
21,53,2,1,-1,7,100,1,7.0,1
21,53,3,1,-1,7,100,1,7.0,1
21,53,4,1,-1,7,100,1,7.0,1
21,53,5,1,-1,7,100,1,7.0,1
21,53,6,1,-1,7,100,1,7.0,1
21,53,7,1,-1,7,100,1,7.0,1
21,53,8,1,-1,7,100,1,7.0,1
21,53,9,1,-1,7,100,1,7.0,1
21,54,0,1,-1,7,100,1,,0
21,54,1,1,-1,7,100,1,7.0,1
21,54,2,1,-1,7,100,1,7.0,1
21,54,3,1,-1,7,100,1,7.0,1
21,54,4,1,-1,7,100,1,7.0,1
21,54,5,1,-1,7,100,1,7.0,1
21,54,6,1,-1,7,100,1,7.0,1
21,54,7,1,-1,7,100,1,7.0,1
21,54,8,1,-1,7,100,1,7.0,1
21,54,9,1,-1,7,100,1,7.0,1
21,55,0,1,-1,7,100,1,,0
21,55,1,1,-1,7,100,1,7.0,1
21,55,2,1,-1,7,100,1,7.0,1
21,55,3,1,-1,7,100,1,7.0,1
21,55,4,1,-1,7,100,1,7.0,1
21,55,5,1,-1,7,100,1,7.0,1
21,55,6,1,-1,7,100,1,7.0,1
21,55,7,1,-1,7,100,1,7.0,1
21,55,8,1,-1,7,100,1,7.0,1
21,55,9,1,-1,7,100,1,7.0,1
21,56,0,1,-1,7,100,1,,0
21,56,1,1,-1,7,100,1,7.0,1
21,56,2,1,-1,7,100,1,7.0,1
21,56,3,1,-1,7,100,1,7.0,1
21,56,4,1,-1,7,100,1,7.0,1
21,56,5,1,-1,7,100,1,7.0,1
21,56,6,1,-1,7,100,1,7.0,1
21,56,7,1,-1,7,100,1,7.0,1
21,56,8,1,-1,7,100,1,7.0,1
21,56,9,1,-1,7,100,1,7.0,1
21,57,0,1,-1,7,100,1,,0
21,57,1,1,-1,7,100,1,7.0,1
21,57,2,1,-1,7,100,1,7.0,1
21,57,3,1,-1,7,100,1,7.0,1
21,57,4,1,-1,7,100,1,7.0,1
21,57,5,1,-1,7,100,1,7.0,1
21,57,6,1,-1,7,100,1,7.0,1
21,57,7,1,-1,7,100,1,7.0,1
21,57,8,1,-1,7,100,1,7.0,1
21,57,9,1,-1,7,100,1,7.0,1
21,58,0,1,-1,7,100,1,,0
21,58,1,1,-1,7,100,1,7.0,1
21,58,2,1,-1,7,100,1,7.0,1
21,58,3,1,-1,7,100,1,7.0,1
21,58,4,1,-1,7,100,1,7.0,1
21,58,5,1,-1,7,100,1,7.0,1
21,58,6,1,-1,7,100,1,7.0,1
21,58,7,1,-1,7,100,1,7.0,1
21,58,8,1,-1,7,100,1,7.0,1
21,58,9,1,-1,7,100,1,7.0,1
21,59,0,1,-1,7,100,1,,0
21,59,1,1,-1,7,100,1,7.0,1
21,59,2,1,-1,7,100,1,7.0,1
21,59,3,1,-1,7,100,1,7.0,1
21,59,4,1,-1,7,100,1,7.0,1
21,59,5,1,-1,7,100,1,7.0,1
21,59,6,1,-1,7,100,1,7.0,1
21,59,7,1,-1,7,100,1,7.0,1
21,59,8,1,-1,7,100,1,7.0,1
21,59,9,1,-1,7,100,1,7.0,1
21,60,0,1,-1,7,100,1,,0
21,60,1,1,-1,7,100,1,7.0,1
21,60,2,1,-1,7,100,1,7.0,1
21,60,3,1,-1,7,100,1,7.0,1
21,60,4,1,-1,7,100,1,7.0,1
21,60,5,1,-1,7,100,1,7.0,1
21,60,6,1,-1,7,100,1,7.0,1
21,60,7,1,-1,7,100,1,7.0,1
21,60,8,1,-1,7,100,1,7.0,1
21,60,9,1,-1,7,100,1,7.0,1
21,61,0,1,-1,7,100,1,,0
21,61,1,1,-1,7,100,1,7.0,1
