group,round,player,choice,attendance,score,ac_score
Grupo-0012,20,jugador2c,0,0,0,-4
Grupo-0012,20,jugador2b,0,0,0,-8
Grupo-0012,21,jugador2c,0,0,0,-4
Grupo-0012,21,jugador2b,0,0,0,-8
Grupo-0012,22,jugador2b,1,2,-1,-8
Grupo-0012,22,jugador2c,1,2,-1,-4
Grupo-0012,23,jugador2b,0,1,0,-8
Grupo-0012,23,jugador2c,1,1,1,-4
Grupo-0012,24,jugador2b,0,0,0,-8
Grupo-0012,24,jugador2c,0,0,0,-4
Grupo-0012,25,jugador2b,1,2,-1,-8
Grupo-0012,25,jugador2c,1,2,-1,-4
Grupo-0012,26,jugador2b,0,1,0,-8
Grupo-0012,26,jugador2c,1,1,1,-4
Grupo-0012,27,jugador2b,0,0,0,-8
Grupo-0012,27,jugador2c,0,0,0,-4
Grupo-0012,28,jugador2b,0,0,0,-8
Grupo-0012,28,jugador2c,0,0,0,-4
Grupo-0012,29,jugador2b,0,0,0,-8
Grupo-0012,29,jugador2c,0,0,0,-4
Grupo-0012,30,jugador2b,1,1,1,-8
Grupo-0012,30,jugador2c,0,1,0,-4
Grupo-0012,31,jugador2b,1,2,-1,-8
Grupo-0012,31,jugador2c,1,2,-1,-4
Grupo-0012,32,jugador2b,0,1,0,-8
Grupo-0012,32,jugador2c,1,1,1,-4
Grupo-0012,33,jugador2b,0,0,0,-8
Grupo-0012,33,jugador2c,0,0,0,-4
Grupo-0012,34,jugador2b,1,2,-1,-8
Grupo-0012,34,jugador2c,1,2,-1,-4
Grupo-0012,35,jugador2b,1,2,-1,-8
Grupo-0012,35,jugador2c,1,2,-1,-4
Grupo-0012,36,jugador2b,1,2,-1,-8
Grupo-0012,36,jugador2c,1,2,-1,-4
Grupo-0012,37,jugador2b,1,2,-1,-8
Grupo-0012,37,jugador2c,1,2,-1,-4
Grupo-0012,38,jugador2b,1,1,1,-8
Grupo-0012,38,jugador2c,0,1,0,-4
Grupo-0012,39,jugador2b,1,1,1,-8
Grupo-0012,39,jugador2c,0,1,0,-4
Grupo-0012,40,jugador2c,0,0,0,-4
Grupo-0012,40,jugador2b,0,0,0,-8
Grupo-0012,41,jugador2c,1,1,1,-4
Grupo-0012,41,jugador2b,0,1,0,-8
Grupo-0012,42,jugador2b,0,1,0,-8
Grupo-0012,42,jugador2c,1,1,1,-4
Grupo-0012,43,jugador2b,0,1,0,-8
Grupo-0012,43,jugador2c,1,1,1,-4
Grupo-0012,44,jugador2c,0,0,0,-4
Grupo-0012,44,jugador2b,0,0,0,-8
Grupo-0012,45,jugador2b,1,2,-1,-8
Grupo-0012,45,jugador2c,1,2,-1,-4
Grupo-0012,46,jugador2b,1,1,1,-8
Grupo-0012,46,jugador2c,0,1,0,-4
Grupo-0012,47,jugador2b,0,0,0,-8
Grupo-0012,47,jugador2c,0,0,0,-4
Grupo-0012,48,jugador2b,1,2,-1,-8
Grupo-0012,48,jugador2c,1,2,-1,-4
Grupo-0012,49,jugador2b,0,1,0,-8
Grupo-0012,49,jugador2c,1,1,1,-4
Grupo-0012,50,jugador2b,1,1,1,-8
Grupo-0012,50,jugador2c,0,1,0,-4
