group,round,player,choice,attendance,score,ac_score
Grupo-0012,8,480199055624757,1,2,-1,19
Grupo-0012,8,691638707567221,1,2,-1,11
Grupo-0012,9,691638707567221,0,1,0,11
Grupo-0012,9,480199055624757,1,1,1,19
Grupo-0012,10,691638707567221,0,0,0,11
Grupo-0012,10,480199055624757,0,0,0,19
Grupo-0012,11,691638707567221,0,1,0,11
Grupo-0012,11,480199055624757,1,1,1,19
Grupo-0012,12,480199055624757,0,0,0,19
Grupo-0012,12,691638707567221,0,0,0,11
Grupo-0012,13,691638707567221,0,1,0,11
Grupo-0012,13,480199055624757,1,1,1,19
Grupo-0012,14,691638707567221,0,0,0,11
Grupo-0012,14,480199055624757,0,0,0,19
Grupo-0012,15,691638707567221,0,1,0,11
Grupo-0012,15,480199055624757,1,1,1,19
Grupo-0012,16,691638707567221,0,0,0,11
Grupo-0012,16,480199055624757,0,0,0,19
Grupo-0012,17,480199055624757,1,1,1,19
Grupo-0012,17,691638707567221,0,1,0,11
Grupo-0012,18,691638707567221,1,1,1,11
Grupo-0012,18,480199055624757,0,1,0,19
Grupo-0012,19,480199055624757,1,1,1,19
Grupo-0012,19,691638707567221,0,1,0,11
Grupo-0012,20,480199055624757,0,1,0,19
Grupo-0012,20,691638707567221,1,1,1,11
Grupo-0012,21,691638707567221,0,1,0,11
Grupo-0012,21,480199055624757,1,1,1,19
Grupo-0012,22,691638707567221,1,1,1,11
Grupo-0012,22,480199055624757,0,1,0,19
Grupo-0012,23,480199055624757,1,1,1,19
Grupo-0012,23,691638707567221,0,1,0,11
Grupo-0012,24,691638707567221,1,1,1,11
Grupo-0012,24,480199055624757,0,1,0,19
Grupo-0012,25,480199055624757,1,1,1,19
Grupo-0012,25,691638707567221,0,1,0,11
Grupo-0012,26,691638707567221,1,1,1,11
Grupo-0012,26,480199055624757,0,1,0,19
Grupo-0012,27,691638707567221,0,1,0,11
Grupo-0012,27,480199055624757,1,1,1,19
Grupo-0012,28,691638707567221,1,1,1,11
Grupo-0012,28,480199055624757,0,1,0,19
Grupo-0012,29,691638707567221,0,1,0,11
Grupo-0012,29,480199055624757,1,1,1,19
Grupo-0012,30,480199055624757,0,1,0,19
Grupo-0012,30,691638707567221,1,1,1,11
Grupo-0012,31,691638707567221,0,1,0,11
Grupo-0012,31,480199055624757,1,1,1,19
Grupo-0012,32,691638707567221,1,1,1,11
Grupo-0012,32,480199055624757,0,1,0,19
Grupo-0012,33,480199055624757,1,1,1,19
Grupo-0012,33,691638707567221,0,1,0,11
Grupo-0012,34,691638707567221,1,1,1,11
Grupo-0012,34,480199055624757,0,1,0,19
Grupo-0012,35,480199055624757,1,1,1,19
Grupo-0012,35,691638707567221,0,1,0,11
Grupo-0012,36,691638707567221,1,1,1,11
Grupo-0012,36,480199055624757,0,1,0,19
Grupo-0012,37,691638707567221,0,1,0,11
Grupo-0012,37,480199055624757,1,1,1,19
Grupo-0012,38,691638707567221,1,1,1,11
Grupo-0012,38,480199055624757,0,1,0,19
Grupo-0012,39,480199055624757,1,1,1,19
Grupo-0012,39,691638707567221,0,1,0,11
Grupo-0012,40,691638707567221,1,1,1,11
Grupo-0012,40,480199055624757,0,1,0,19
Grupo-0012,41,691638707567221,1,2,-1,11
Grupo-0012,41,480199055624757,1,2,-1,19
Grupo-0012,42,691638707567221,0,1,0,11
Grupo-0012,42,480199055624757,1,1,1,19
Grupo-0012,43,480199055624757,0,1,0,19
Grupo-0012,43,691638707567221,1,1,1,11
Grupo-0012,44,480199055624757,1,1,1,19
Grupo-0012,44,691638707567221,0,1,0,11
Grupo-0012,45,480199055624757,0,1,0,19
Grupo-0012,45,691638707567221,1,1,1,11
Grupo-0012,46,480199055624757,1,1,1,19
Grupo-0012,46,691638707567221,0,1,0,11
Grupo-0012,47,691638707567221,1,1,1,11
Grupo-0012,47,480199055624757,0,1,0,19
Grupo-0012,48,691638707567221,0,1,0,11
Grupo-0012,48,480199055624757,1,1,1,19
Grupo-0012,49,480199055624757,0,1,0,19
Grupo-0012,49,691638707567221,1,1,1,11
Grupo-0012,50,480199055624757,1,2,-1,19
Grupo-0012,50,691638707567221,1,2,-1,11
Grupo-0013,1,500847240367863,1,2,-1,4
Grupo-0013,1,245070533883063,1,2,-1,-4
Grupo-0013,2,500847240367863,1,2,-1,4
Grupo-0013,2,245070533883063,1,2,-1,-4
Grupo-0013,3,500847240367863,1,2,-1,4
Grupo-0013,3,245070533883063,1,2,-1,-4
Grupo-0013,4,500847240367863,1,1,1,4
Grupo-0013,4,245070533883063,0,1,0,-4
Grupo-0013,5,245070533883063,0,1,0,-4
Grupo-0013,5,500847240367863,1,1,1,4
Grupo-0013,6,500847240367863,1,1,1,4
Grupo-0013,6,245070533883063,0,1,0,-4
Grupo-0013,7,245070533883063,1,2,-1,-4
Grupo-0013,7,500847240367863,1,2,-1,4
Grupo-0013,8,500847240367863,1,1,1,4
Grupo-0013,8,245070533883063,0,1,0,-4
Grupo-0013,9,245070533883063,0,1,0,-4
Grupo-0013,9,500847240367863,1,1,1,4
Grupo-0013,10,245070533883063,1,2,-1,-4
Grupo-0013,10,500847240367863,1,2,-1,4
Grupo-0013,11,500847240367863,1,1,1,4
Grupo-0013,11,245070533883063,0,1,0,-4
Grupo-0013,12,500847240367863,1,1,1,4
Grupo-0013,12,245070533883063,0,1,0,-4
Grupo-0013,13,245070533883063,1,2,-1,-4
Grupo-0013,13,500847240367863,1,2,-1,4
Grupo-0013,14,500847240367863,1,2,-1,4
Grupo-0013,14,245070533883063,1,2,-1,-4
Grupo-0013,15,245070533883063,0,1,0,-4
Grupo-0013,15,500847240367863,1,1,1,4
Grupo-0013,16,500847240367863,1,2,-1,4
Grupo-0013,16,245070533883063,1,2,-1,-4
Grupo-0013,17,245070533883063,0,1,0,-4
Grupo-0013,17,500847240367863,1,1,1,4
Grupo-0013,18,500847240367863,1,1,1,4
Grupo-0013,18,245070533883063,0,1,0,-4
Grupo-0013,19,245070533883063,0,1,0,-4
Grupo-0013,19,500847240367863,1,1,1,4
Grupo-0013,20,500847240367863,1,2,-1,4
Grupo-0013,20,245070533883063,1,2,-1,-4
Grupo-0013,21,500847240367863,1,2,-1,4
Grupo-0013,21,245070533883063,1,2,-1,-4
Grupo-0013,22,500847240367863,1,2,-1,4
Grupo-0013,22,245070533883063,1,2,-1,-4
Grupo-0013,23,245070533883063,0,1,0,-4
Grupo-0013,23,500847240367863,1,1,1,4
Grupo-0013,24,245070533883063,0,1,0,-4
Grupo-0013,24,500847240367863,1,1,1,4
Grupo-0013,25,500847240367863,1,2,-1,4
Grupo-0013,25,245070533883063,1,2,-1,-4
Grupo-0013,26,500847240367863,1,2,-1,4
Grupo-0013,26,245070533883063,1,2,-1,-4
Grupo-0013,27,500847240367863,1,2,-1,4
Grupo-0013,27,245070533883063,1,2,-1,-4
Grupo-0013,28,245070533883063,1,2,-1,-4
Grupo-0013,28,500847240367863,1,2,-1,4
Grupo-0013,29,245070533883063,0,1,0,-4
Grupo-0013,29,500847240367863,1,1,1,4
Grupo-0013,30,500847240367863,1,1,1,4
Grupo-0013,30,245070533883063,0,1,0,-4
Grupo-0013,31,500847240367863,1,1,1,4
Grupo-0013,31,245070533883063,0,1,0,-4
Grupo-0013,32,500847240367863,1,1,1,4
Grupo-0013,32,245070533883063,0,1,0,-4
Grupo-0013,33,500847240367863,1,1,1,4
Grupo-0013,33,245070533883063,0,1,0,-4
Grupo-0013,34,245070533883063,0,1,0,-4
Grupo-0013,34,500847240367863,1,1,1,4
Grupo-0013,35,500847240367863,0,0,0,4
Grupo-0013,35,245070533883063,0,0,0,-4
Grupo-0013,36,500847240367863,0,1,0,4
Grupo-0013,36,245070533883063,1,1,1,-4
Grupo-0013,37,245070533883063,1,1,1,-4
Grupo-0013,37,500847240367863,0,1,0,4
Grupo-0013,38,500847240367863,0,1,0,4
Grupo-0013,38,245070533883063,1,1,1,-4
Grupo-0013,39,500847240367863,0,1,0,4
Grupo-0013,39,245070533883063,1,1,1,-4
Grupo-0013,40,500847240367863,0,0,0,4
Grupo-0013,40,245070533883063,0,0,0,-4
Grupo-0013,41,500847240367863,0,1,0,4
Grupo-0013,41,245070533883063,1,1,1,-4
Grupo-0013,42,500847240367863,0,0,0,4
Grupo-0013,42,245070533883063,0,0,0,-4
Grupo-0013,43,500847240367863,0,0,0,4
Grupo-0013,43,245070533883063,0,0,0,-4
Grupo-0013,44,245070533883063,0,0,0,-4
Grupo-0013,44,500847240367863,0,0,0,4
Grupo-0013,45,500847240367863,0,1,0,4
Grupo-0013,45,245070533883063,1,1,1,-4
Grupo-0013,46,500847240367863,0,1,0,4
Grupo-0013,46,245070533883063,1,1,1,-4
Grupo-0013,47,500847240367863,0,1,0,4
Grupo-0013,47,245070533883063,1,1,1,-4
Grupo-0013,48,245070533883063,1,1,1,-4
Grupo-0013,48,500847240367863,0,1,0,4
Grupo-0013,49,500847240367863,0,1,0,4
Grupo-0013,49,245070533883063,1,1,1,-4
Grupo-0013,50,500847240367863,0,1,0,4
Grupo-0013,50,245070533883063,1,1,1,-4
Grupo-0014,1,463228022708396,0,1,0,17
Grupo-0014,1,264457402264388,1,1,1,20
Grupo-0014,2,463228022708396,1,1,1,17
Grupo-0014,2,264457402264388,0,1,0,20
Grupo-0014,3,463228022708396,0,1,0,17
Grupo-0014,3,264457402264388,1,1,1,20
Grupo-0014,4,463228022708396,1,2,-1,17
Grupo-0014,4,264457402264388,1,2,-1,20
Grupo-0014,5,463228022708396,0,1,0,17
Grupo-0014,5,264457402264388,1,1,1,20
Grupo-0014,6,463228022708396,1,1,1,17
Grupo-0014,6,264457402264388,0,1,0,20
Grupo-0014,7,463228022708396,0,1,0,17
Grupo-0014,7,264457402264388,1,1,1,20
Grupo-0014,8,463228022708396,1,1,1,17
Grupo-0014,8,264457402264388,0,1,0,20
Grupo-0014,9,264457402264388,1,1,1,20
Grupo-0014,9,463228022708396,0,1,0,17
Grupo-0014,10,463228022708396,1,2,-1,17
Grupo-0014,10,264457402264388,1,2,-1,20
Grupo-0014,11,264457402264388,1,2,-1,20
Grupo-0014,11,463228022708396,1,2,-1,17
Grupo-0014,12,463228022708396,0,0,0,17
Grupo-0014,12,264457402264388,0,0,0,20
Grupo-0014,13,264457402264388,1,2,-1,20
Grupo-0014,13,463228022708396,1,2,-1,17
Grupo-0014,14,264457402264388,1,1,1,20
Grupo-0014,14,463228022708396,0,1,0,17
Grupo-0014,15,264457402264388,0,1,0,20
Grupo-0014,15,463228022708396,1,1,1,17
Grupo-0014,16,264457402264388,1,1,1,20
Grupo-0014,16,463228022708396,0,1,0,17
Grupo-0014,17,463228022708396,1,1,1,17
Grupo-0014,17,264457402264388,0,1,0,20
Grupo-0014,18,264457402264388,1,1,1,20
Grupo-0014,18,463228022708396,0,1,0,17
Grupo-0014,19,463228022708396,1,1,1,17
Grupo-0014,19,264457402264388,0,1,0,20
Grupo-0014,20,264457402264388,1,1,1,20
Grupo-0014,20,463228022708396,0,1,0,17
Grupo-0014,21,463228022708396,1,1,1,17
Grupo-0014,21,264457402264388,0,1,0,20
Grupo-0014,22,264457402264388,1,1,1,20
Grupo-0014,22,463228022708396,0,1,0,17
Grupo-0014,23,264457402264388,0,1,0,20
Grupo-0014,23,463228022708396,1,1,1,17
Grupo-0014,24,264457402264388,1,1,1,20
Grupo-0014,24,463228022708396,0,1,0,17
Grupo-0014,25,463228022708396,1,1,1,17
Grupo-0014,25,264457402264388,0,1,0,20
Grupo-0014,26,264457402264388,1,1,1,20
Grupo-0014,26,463228022708396,0,1,0,17
Grupo-0014,27,463228022708396,1,1,1,17
Grupo-0014,27,264457402264388,0,1,0,20
Grupo-0014,28,463228022708396,0,1,0,17
Grupo-0014,28,264457402264388,1,1,1,20
Grupo-0014,29,264457402264388,0,1,0,20
Grupo-0014,29,463228022708396,1,1,1,17
Grupo-0014,30,264457402264388,1,1,1,20
Grupo-0014,30,463228022708396,0,1,0,17
Grupo-0014,31,463228022708396,1,1,1,17
Grupo-0014,31,264457402264388,0,1,0,20
Grupo-0014,32,463228022708396,0,1,0,17
Grupo-0014,32,264457402264388,1,1,1,20
Grupo-0014,33,463228022708396,1,1,1,17
Grupo-0014,33,264457402264388,0,1,0,20
Grupo-0014,34,463228022708396,0,1,0,17
Grupo-0014,34,264457402264388,1,1,1,20
Grupo-0014,35,264457402264388,0,1,0,20
Grupo-0014,35,463228022708396,1,1,1,17
Grupo-0014,36,264457402264388,1,1,1,20
Grupo-0014,36,463228022708396,0,1,0,17
Grupo-0014,37,463228022708396,1,1,1,17
Grupo-0014,37,264457402264388,0,1,0,20
Grupo-0014,38,463228022708396,0,1,0,17
Grupo-0014,38,264457402264388,1,1,1,20
Grupo-0014,39,463228022708396,1,1,1,17
Grupo-0014,39,264457402264388,0,1,0,20
Grupo-0014,40,463228022708396,0,1,0,17
Grupo-0014,40,264457402264388,1,1,1,20
Grupo-0014,41,463228022708396,1,1,1,17
Grupo-0014,41,264457402264388,0,1,0,20
Grupo-0014,42,264457402264388,1,1,1,20
Grupo-0014,42,463228022708396,0,1,0,17
Grupo-0014,43,264457402264388,0,1,0,20
Grupo-0014,43,463228022708396,1,1,1,17
Grupo-0014,44,463228022708396,0,1,0,17
Grupo-0014,44,264457402264388,1,1,1,20
Grupo-0014,45,463228022708396,1,1,1,17
Grupo-0014,45,264457402264388,0,1,0,20
Grupo-0014,46,264457402264388,1,1,1,20
Grupo-0014,46,463228022708396,0,1,0,17
Grupo-0014,47,264457402264388,0,1,0,20
Grupo-0014,47,463228022708396,1,1,1,17
Grupo-0014,48,463228022708396,0,1,0,17
Grupo-0014,48,264457402264388,1,1,1,20
Grupo-0014,49,463228022708396,1,1,1,17
Grupo-0014,49,264457402264388,0,1,0,20
Grupo-0014,50,463228022708396,0,1,0,17
Grupo-0014,50,264457402264388,1,1,1,20
Grupo-0015,1,468629311826309,1,1,1,15
Grupo-0015,1,724210853042950,0,1,0,14
Grupo-0015,2,724210853042950,1,2,-1,14
Grupo-0015,2,468629311826309,1,2,-1,15
Grupo-0015,3,724210853042950,1,2,-1,14
Grupo-0015,3,468629311826309,1,2,-1,15
Grupo-0015,4,724210853042950,1,2,-1,14
Grupo-0015,4,468629311826309,1,2,-1,15
Grupo-0015,5,724210853042950,1,1,1,14
Grupo-0015,5,468629311826309,0,1,0,15
Grupo-0015,6,468629311826309,1,1,1,15
Grupo-0015,6,724210853042950,0,1,0,14
Grupo-0015,7,468629311826309,1,2,-1,15
Grupo-0015,7,724210853042950,1,2,-1,14
Grupo-0015,8,724210853042950,1,2,-1,14
Grupo-0015,8,468629311826309,1,2,-1,15
Grupo-0015,9,468629311826309,0,1,0,15
Grupo-0015,9,724210853042950,1,1,1,14
Grupo-0015,10,468629311826309,1,1,1,15
Grupo-0015,10,724210853042950,0,1,0,14
Grupo-0015,11,724210853042950,1,1,1,14
Grupo-0015,11,468629311826309,0,1,0,15
Grupo-0015,12,724210853042950,0,1,0,14
Grupo-0015,12,468629311826309,1,1,1,15
Grupo-0015,13,468629311826309,0,1,0,15
Grupo-0015,13,724210853042950,1,1,1,14
Grupo-0015,14,468629311826309,1,1,1,15
Grupo-0015,14,724210853042950,0,1,0,14
Grupo-0015,15,724210853042950,1,1,1,14
Grupo-0015,15,468629311826309,0,1,0,15
Grupo-0015,16,468629311826309,1,1,1,15
Grupo-0015,16,724210853042950,0,1,0,14
Grupo-0015,17,724210853042950,1,1,1,14
Grupo-0015,17,468629311826309,0,1,0,15
Grupo-0015,18,724210853042950,0,1,0,14
Grupo-0015,18,468629311826309,1,1,1,15
Grupo-0015,19,468629311826309,0,1,0,15
Grupo-0015,19,724210853042950,1,1,1,14
Grupo-0015,20,468629311826309,1,1,1,15
Grupo-0015,20,724210853042950,0,1,0,14
Grupo-0015,21,724210853042950,1,1,1,14
Grupo-0015,21,468629311826309,0,1,0,15
Grupo-0015,22,468629311826309,1,1,1,15
Grupo-0015,22,724210853042950,0,1,0,14
Grupo-0015,23,724210853042950,1,1,1,14
Grupo-0015,23,468629311826309,0,1,0,15
Grupo-0015,24,724210853042950,0,1,0,14
Grupo-0015,24,468629311826309,1,1,1,15
Grupo-0015,25,724210853042950,1,1,1,14
Grupo-0015,25,468629311826309,0,1,0,15
Grupo-0015,26,468629311826309,1,1,1,15
Grupo-0015,26,724210853042950,0,1,0,14
Grupo-0015,27,468629311826309,0,1,0,15
Grupo-0015,27,724210853042950,1,1,1,14
Grupo-0015,28,468629311826309,1,1,1,15
Grupo-0015,28,724210853042950,0,1,0,14
Grupo-0015,29,724210853042950,1,2,-1,14
Grupo-0015,29,468629311826309,1,2,-1,15
Grupo-0015,30,468629311826309,1,2,-1,15
Grupo-0015,30,724210853042950,1,2,-1,14
Grupo-0015,31,468629311826309,0,1,0,15
Grupo-0015,31,724210853042950,1,1,1,14
Grupo-0015,32,468629311826309,1,1,1,15
Grupo-0015,32,724210853042950,0,1,0,14
Grupo-0015,33,468629311826309,0,1,0,15
Grupo-0015,33,724210853042950,1,1,1,14
Grupo-0015,34,468629311826309,1,1,1,15
Grupo-0015,34,724210853042950,0,1,0,14
Grupo-0015,35,468629311826309,0,1,0,15
Grupo-0015,35,724210853042950,1,1,1,14
Grupo-0015,36,468629311826309,1,1,1,15
Grupo-0015,36,724210853042950,0,1,0,14
Grupo-0015,37,724210853042950,1,1,1,14
Grupo-0015,37,468629311826309,0,1,0,15
Grupo-0015,38,468629311826309,1,1,1,15
Grupo-0015,38,724210853042950,0,1,0,14
Grupo-0015,39,468629311826309,0,1,0,15
Grupo-0015,39,724210853042950,1,1,1,14
Grupo-0015,40,724210853042950,0,1,0,14
Grupo-0015,40,468629311826309,1,1,1,15
Grupo-0015,41,724210853042950,1,1,1,14
Grupo-0015,41,468629311826309,0,1,0,15
Grupo-0015,42,724210853042950,0,1,0,14
Grupo-0015,42,468629311826309,1,1,1,15
Grupo-0015,43,724210853042950,1,1,1,14
Grupo-0015,43,468629311826309,0,1,0,15
Grupo-0015,44,724210853042950,0,1,0,14
Grupo-0015,44,468629311826309,1,1,1,15
Grupo-0015,45,724210853042950,1,1,1,14
Grupo-0015,45,468629311826309,0,1,0,15
Grupo-0015,46,724210853042950,0,1,0,14
Grupo-0015,46,468629311826309,1,1,1,15
Grupo-0015,47,468629311826309,0,1,0,15
Grupo-0015,47,724210853042950,1,1,1,14
Grupo-0015,48,724210853042950,0,1,0,14
Grupo-0015,48,468629311826309,1,1,1,15
Grupo-0015,49,724210853042950,1,1,1,14
Grupo-0015,49,468629311826309,0,1,0,15
Grupo-0015,50,468629311826309,1,1,1,15
Grupo-0015,50,724210853042950,0,1,0,14
Grupo-0016,1,764155487837971,1,2,-1,6
Grupo-0016,1,61697837637039,1,2,-1,2
Grupo-0016,2,61697837637039,0,0,0,2
Grupo-0016,2,764155487837971,0,0,0,6
Grupo-0016,3,61697837637039,0,1,0,2
Grupo-0016,3,764155487837971,1,1,1,6
Grupo-0016,4,61697837637039,1,2,-1,2
Grupo-0016,4,764155487837971,1,2,-1,6
Grupo-0016,5,61697837637039,1,2,-1,2
Grupo-0016,5,764155487837971,1,2,-1,6
Grupo-0016,6,764155487837971,0,0,0,6
Grupo-0016,6,61697837637039,0,0,0,2
Grupo-0016,7,764155487837971,1,2,-1,6
Grupo-0016,7,61697837637039,1,2,-1,2
Grupo-0016,8,764155487837971,0,0,0,6
Grupo-0016,8,61697837637039,0,0,0,2
Grupo-0016,9,61697837637039,0,1,0,2
Grupo-0016,9,764155487837971,1,1,1,6
Grupo-0016,10,764155487837971,0,0,0,6
Grupo-0016,10,61697837637039,0,0,0,2
Grupo-0016,11,61697837637039,0,1,0,2
Grupo-0016,11,764155487837971,1,1,1,6
Grupo-0016,12,764155487837971,0,0,0,6
Grupo-0016,12,61697837637039,0,0,0,2
Grupo-0016,13,764155487837971,1,1,1,6
Grupo-0016,13,61697837637039,0,1,0,2
Grupo-0016,14,764155487837971,1,2,-1,6
Grupo-0016,14,61697837637039,1,2,-1,2
Grupo-0016,15,764155487837971,1,1,1,6
Grupo-0016,15,61697837637039,0,1,0,2
Grupo-0016,16,764155487837971,1,2,-1,6
Grupo-0016,16,61697837637039,1,2,-1,2
Grupo-0016,17,764155487837971,1,2,-1,6
Grupo-0016,17,61697837637039,1,2,-1,2
Grupo-0016,18,61697837637039,1,2,-1,2
Grupo-0016,18,764155487837971,1,2,-1,6
Grupo-0016,19,764155487837971,1,2,-1,6
Grupo-0016,19,61697837637039,1,2,-1,2
Grupo-0016,20,764155487837971,0,1,0,6
Grupo-0016,20,61697837637039,1,1,1,2
Grupo-0016,21,61697837637039,1,2,-1,2
Grupo-0016,21,764155487837971,1,2,-1,6
Grupo-0016,22,61697837637039,1,1,1,2
Grupo-0016,22,764155487837971,0,1,0,6
Grupo-0016,23,61697837637039,0,1,0,2
Grupo-0016,23,764155487837971,1,1,1,6
Grupo-0016,24,61697837637039,1,1,1,2
Grupo-0016,24,764155487837971,0,1,0,6
Grupo-0016,25,61697837637039,0,1,0,2
Grupo-0016,25,764155487837971,1,1,1,6
Grupo-0016,26,764155487837971,0,1,0,6
Grupo-0016,26,61697837637039,1,1,1,2
Grupo-0016,27,764155487837971,1,1,1,6
Grupo-0016,27,61697837637039,0,1,0,2
Grupo-0016,28,61697837637039,1,1,1,2
Grupo-0016,28,764155487837971,0,1,0,6
Grupo-0016,29,764155487837971,1,1,1,6
Grupo-0016,29,61697837637039,0,1,0,2
Grupo-0016,30,61697837637039,1,1,1,2
Grupo-0016,30,764155487837971,0,1,0,6
Grupo-0016,31,764155487837971,1,1,1,6
Grupo-0016,31,61697837637039,0,1,0,2
Grupo-0016,32,764155487837971,1,2,-1,6
Grupo-0016,32,61697837637039,1,2,-1,2
Grupo-0016,33,764155487837971,0,1,0,6
Grupo-0016,33,61697837637039,1,1,1,2
Grupo-0016,34,764155487837971,0,0,0,6
Grupo-0016,34,61697837637039,0,0,0,2
Grupo-0016,35,764155487837971,1,2,-1,6
Grupo-0016,35,61697837637039,1,2,-1,2
Grupo-0016,36,61697837637039,0,1,0,2
Grupo-0016,36,764155487837971,1,1,1,6
Grupo-0016,37,61697837637039,1,1,1,2
Grupo-0016,37,764155487837971,0,1,0,6
Grupo-0016,38,764155487837971,1,1,1,6
