group,round,player,choice,attendance,score,ac_score
Grupo-0016,38,61697837637039,0,1,0,2
Grupo-0016,39,61697837637039,1,1,1,2
Grupo-0016,39,764155487837971,0,1,0,6
Grupo-0016,40,764155487837971,1,1,1,6
Grupo-0016,40,61697837637039,0,1,0,2
Grupo-0016,41,61697837637039,1,1,1,2
Grupo-0016,41,764155487837971,0,1,0,6
Grupo-0016,42,764155487837971,1,1,1,6
Grupo-0016,42,61697837637039,0,1,0,2
Grupo-0016,43,764155487837971,0,1,0,6
Grupo-0016,43,61697837637039,1,1,1,2
Grupo-0016,44,764155487837971,1,1,1,6
Grupo-0016,44,61697837637039,0,1,0,2
Grupo-0016,45,61697837637039,1,1,1,2
Grupo-0016,45,764155487837971,0,1,0,6
Grupo-0016,46,764155487837971,1,1,1,6
Grupo-0016,46,61697837637039,0,1,0,2
Grupo-0016,47,764155487837971,0,1,0,6
Grupo-0016,47,61697837637039,1,1,1,2
Grupo-0016,48,61697837637039,0,1,0,2
Grupo-0016,48,764155487837971,1,1,1,6
Grupo-0016,49,61697837637039,1,1,1,2
Grupo-0016,49,764155487837971,0,1,0,6
Grupo-0016,50,764155487837971,1,1,1,6
Grupo-0016,50,61697837637039,0,1,0,2
Grupo-0017,1,678948760449731,0,0,0,-10
Grupo-0017,1,817293722184263,0,0,0,0
Grupo-0017,2,817293722184263,1,2,-1,0
Grupo-0017,2,678948760449731,1,2,-1,-10
Grupo-0017,3,817293722184263,1,2,-1,0
Grupo-0017,3,678948760449731,1,2,-1,-10
Grupo-0017,4,817293722184263,1,1,1,0
Grupo-0017,4,678948760449731,0,1,0,-10
Grupo-0017,5,678948760449731,0,0,0,-10
Grupo-0017,5,817293722184263,0,0,0,0
Grupo-0017,6,678948760449731,0,0,0,-10
Grupo-0017,6,817293722184263,0,0,0,0
Grupo-0017,7,817293722184263,1,2,-1,0
Grupo-0017,7,678948760449731,1,2,-1,-10
Grupo-0017,8,817293722184263,1,1,1,0
Grupo-0017,8,678948760449731,0,1,0,-10
Grupo-0017,9,678948760449731,0,1,0,-10
Grupo-0017,9,817293722184263,1,1,1,0
Grupo-0017,10,678948760449731,0,0,0,-10
Grupo-0017,10,817293722184263,0,0,0,0
Grupo-0017,11,678948760449731,0,1,0,-10
Grupo-0017,11,817293722184263,1,1,1,0
Grupo-0017,12,678948760449731,1,1,1,-10
Grupo-0017,12,817293722184263,0,1,0,0
Grupo-0017,13,678948760449731,1,2,-1,-10
Grupo-0017,13,817293722184263,1,2,-1,0
Grupo-0017,14,817293722184263,1,2,-1,0
Grupo-0017,14,678948760449731,1,2,-1,-10
Grupo-0017,15,817293722184263,1,2,-1,0
Grupo-0017,15,678948760449731,1,2,-1,-10
Grupo-0017,16,678948760449731,0,1,0,-10
Grupo-0017,16,817293722184263,1,1,1,0
Grupo-0017,17,678948760449731,0,0,0,-10
Grupo-0017,17,817293722184263,0,0,0,0
Grupo-0017,18,817293722184263,1,1,1,0
Grupo-0017,18,678948760449731,0,1,0,-10
Grupo-0017,19,678948760449731,1,1,1,-10
Grupo-0017,19,817293722184263,0,1,0,0
Grupo-0017,20,678948760449731,1,2,-1,-10
Grupo-0017,20,817293722184263,1,2,-1,0
Grupo-0017,21,817293722184263,0,1,0,0
Grupo-0017,21,678948760449731,1,1,1,-10
Grupo-0017,22,678948760449731,1,2,-1,-10
Grupo-0017,22,817293722184263,1,2,-1,0
Grupo-0017,23,678948760449731,1,2,-1,-10
Grupo-0017,23,817293722184263,1,2,-1,0
Grupo-0017,24,817293722184263,1,1,1,0
Grupo-0017,24,678948760449731,0,1,0,-10
Grupo-0017,25,817293722184263,1,1,1,0
Grupo-0017,25,678948760449731,0,1,0,-10
Grupo-0017,26,678948760449731,0,1,0,-10
Grupo-0017,26,817293722184263,1,1,1,0
Grupo-0017,27,678948760449731,0,0,0,-10
Grupo-0017,27,817293722184263,0,0,0,0
Grupo-0017,28,817293722184263,0,0,0,0
Grupo-0017,28,678948760449731,0,0,0,-10
Grupo-0017,29,678948760449731,1,2,-1,-10
Grupo-0017,29,817293722184263,1,2,-1,0
Grupo-0017,30,678948760449731,0,0,0,-10
Grupo-0017,30,817293722184263,0,0,0,0
Grupo-0017,31,817293722184263,1,2,-1,0
Grupo-0017,31,678948760449731,1,2,-1,-10
Grupo-0017,32,817293722184263,1,1,1,0
Grupo-0017,32,678948760449731,0,1,0,-10
Grupo-0017,33,817293722184263,1,1,1,0
Grupo-0017,33,678948760449731,0,1,0,-10
Grupo-0017,34,817293722184263,1,1,1,0
Grupo-0017,34,678948760449731,0,1,0,-10
Grupo-0017,35,817293722184263,0,0,0,0
Grupo-0017,35,678948760449731,0,0,0,-10
Grupo-0017,36,678948760449731,0,0,0,-10
Grupo-0017,36,817293722184263,0,0,0,0
Grupo-0017,37,678948760449731,0,0,0,-10
Grupo-0017,37,817293722184263,0,0,0,0
Grupo-0017,38,678948760449731,1,2,-1,-10
Grupo-0017,38,817293722184263,1,2,-1,0
Grupo-0017,39,817293722184263,0,1,0,0
Grupo-0017,39,678948760449731,1,1,1,-10
Grupo-0017,40,678948760449731,1,2,-1,-10
Grupo-0017,40,817293722184263,1,2,-1,0
Grupo-0017,41,678948760449731,1,2,-1,-10
Grupo-0017,41,817293722184263,1,2,-1,0
Grupo-0017,42,817293722184263,1,2,-1,0
Grupo-0017,42,678948760449731,1,2,-1,-10
Grupo-0017,43,817293722184263,1,1,1,0
Grupo-0017,43,678948760449731,0,1,0,-10
Grupo-0017,44,817293722184263,1,1,1,0
Grupo-0017,44,678948760449731,0,1,0,-10
Grupo-0017,45,817293722184263,1,1,1,0
Grupo-0017,45,678948760449731,0,1,0,-10
Grupo-0017,46,678948760449731,0,1,0,-10
Grupo-0017,46,817293722184263,1,1,1,0
Grupo-0017,47,678948760449731,1,1,1,-10
Grupo-0017,47,817293722184263,0,1,0,0
Grupo-0017,48,817293722184263,0,1,0,0
Grupo-0017,48,678948760449731,1,1,1,-10
Grupo-0017,49,817293722184263,1,2,-1,0
Grupo-0017,49,678948760449731,1,2,-1,-10
Grupo-0017,50,817293722184263,0,0,0,0
Grupo-0017,50,678948760449731,0,0,0,-10
Grupo-0018,1,921609061380903,1,1,1,-7
Grupo-0018,1,196901325209443,0,1,0,-7
Grupo-0018,2,196901325209443,1,2,-1,-7
Grupo-0018,2,921609061380903,1,2,-1,-7
Grupo-0018,3,921609061380903,1,1,1,-7
Grupo-0018,3,196901325209443,0,1,0,-7
Grupo-0018,4,921609061380903,0,1,0,-7
Grupo-0018,4,196901325209443,1,1,1,-7
Grupo-0018,5,921609061380903,1,2,-1,-7
Grupo-0018,5,196901325209443,1,2,-1,-7
Grupo-0018,6,921609061380903,0,0,0,-7
Grupo-0018,6,196901325209443,0,0,0,-7
Grupo-0018,7,921609061380903,1,1,1,-7
Grupo-0018,7,196901325209443,0,1,0,-7
Grupo-0018,8,196901325209443,1,1,1,-7
Grupo-0018,8,921609061380903,0,1,0,-7
Grupo-0018,9,921609061380903,1,2,-1,-7
Grupo-0018,9,196901325209443,1,2,-1,-7
Grupo-0018,10,196901325209443,1,1,1,-7
Grupo-0018,10,921609061380903,0,1,0,-7
Grupo-0018,11,196901325209443,1,2,-1,-7
Grupo-0018,11,921609061380903,1,2,-1,-7
Grupo-0018,12,921609061380903,1,2,-1,-7
Grupo-0018,12,196901325209443,1,2,-1,-7
Grupo-0018,13,921609061380903,1,1,1,-7
Grupo-0018,13,196901325209443,0,1,0,-7
Grupo-0018,14,196901325209443,1,1,1,-7
Grupo-0018,14,921609061380903,0,1,0,-7
Grupo-0018,15,921609061380903,1,2,-1,-7
Grupo-0018,15,196901325209443,1,2,-1,-7
Grupo-0018,16,921609061380903,1,1,1,-7
Grupo-0018,16,196901325209443,0,1,0,-7
Grupo-0018,17,921609061380903,0,1,0,-7
Grupo-0018,17,196901325209443,1,1,1,-7
Grupo-0018,18,921609061380903,1,1,1,-7
Grupo-0018,18,196901325209443,0,1,0,-7
Grupo-0018,19,921609061380903,0,1,0,-7
Grupo-0018,19,196901325209443,1,1,1,-7
Grupo-0018,20,921609061380903,1,2,-1,-7
Grupo-0018,20,196901325209443,1,2,-1,-7
Grupo-0018,21,196901325209443,0,1,0,-7
Grupo-0018,21,921609061380903,1,1,1,-7
Grupo-0018,22,921609061380903,0,1,0,-7
Grupo-0018,22,196901325209443,1,1,1,-7
Grupo-0018,23,921609061380903,1,2,-1,-7
Grupo-0018,23,196901325209443,1,2,-1,-7
Grupo-0018,24,921609061380903,1,2,-1,-7
Grupo-0018,24,196901325209443,1,2,-1,-7
Grupo-0018,25,921609061380903,1,2,-1,-7
Grupo-0018,25,196901325209443,1,2,-1,-7
Grupo-0018,26,921609061380903,1,2,-1,-7
Grupo-0018,26,196901325209443,1,2,-1,-7
Grupo-0018,27,196901325209443,1,2,-1,-7
Grupo-0018,27,921609061380903,1,2,-1,-7
Grupo-0018,28,196901325209443,0,1,0,-7
Grupo-0018,28,921609061380903,1,1,1,-7
Grupo-0018,29,921609061380903,0,1,0,-7
Grupo-0018,29,196901325209443,1,1,1,-7
Grupo-0018,30,921609061380903,1,2,-1,-7
Grupo-0018,30,196901325209443,1,2,-1,-7
Grupo-0018,31,196901325209443,1,2,-1,-7
Grupo-0018,31,921609061380903,1,2,-1,-7
Grupo-0018,32,196901325209443,0,1,0,-7
Grupo-0018,32,921609061380903,1,1,1,-7
Grupo-0018,33,921609061380903,0,0,0,-7
Grupo-0018,33,196901325209443,0,0,0,-7
Grupo-0018,34,921609061380903,1,2,-1,-7
Grupo-0018,34,196901325209443,1,2,-1,-7
Grupo-0018,35,921609061380903,0,1,0,-7
Grupo-0018,35,196901325209443,1,1,1,-7
Grupo-0018,36,921609061380903,1,1,1,-7
Grupo-0018,36,196901325209443,0,1,0,-7
Grupo-0018,37,921609061380903,0,1,0,-7
Grupo-0018,37,196901325209443,1,1,1,-7
Grupo-0018,38,921609061380903,1,1,1,-7
Grupo-0018,38,196901325209443,0,1,0,-7
Grupo-0018,39,921609061380903,0,1,0,-7
Grupo-0018,39,196901325209443,1,1,1,-7
Grupo-0018,40,921609061380903,1,1,1,-7
Grupo-0018,40,196901325209443,0,1,0,-7
Grupo-0018,41,921609061380903,0,1,0,-7
Grupo-0018,41,196901325209443,1,1,1,-7
Grupo-0018,42,921609061380903,1,1,1,-7
Grupo-0018,42,196901325209443,0,1,0,-7
Grupo-0018,43,921609061380903,0,1,0,-7
Grupo-0018,43,196901325209443,1,1,1,-7
Grupo-0018,44,921609061380903,1,2,-1,-7
Grupo-0018,44,196901325209443,1,2,-1,-7
Grupo-0018,45,196901325209443,0,0,0,-7
Grupo-0018,45,921609061380903,0,0,0,-7
Grupo-0018,46,921609061380903,1,2,-1,-7
Grupo-0018,46,196901325209443,1,2,-1,-7
Grupo-0018,47,196901325209443,0,0,0,-7
Grupo-0018,47,921609061380903,0,0,0,-7
Grupo-0018,48,921609061380903,1,2,-1,-7
Grupo-0018,48,196901325209443,1,2,-1,-7
Grupo-0018,49,921609061380903,1,2,-1,-7
Grupo-0018,49,196901325209443,1,2,-1,-7
Grupo-0018,50,196901325209443,1,2,-1,-7
Grupo-0018,50,921609061380903,1,2,-1,-7
Grupo-0019,1,13356387721893,1,1,1,0
Grupo-0019,1,468249015685805,0,1,0,-12
Grupo-0019,2,13356387721893,1,1,1,0
Grupo-0019,2,468249015685805,0,1,0,-12
Grupo-0019,3,13356387721893,1,2,-1,0
Grupo-0019,3,468249015685805,1,2,-1,-12
Grupo-0019,4,13356387721893,1,2,-1,0
Grupo-0019,4,468249015685805,1,2,-1,-12
Grupo-0019,5,13356387721893,1,2,-1,0
Grupo-0019,5,468249015685805,1,2,-1,-12
Grupo-0019,6,13356387721893,1,2,-1,0
Grupo-0019,6,468249015685805,1,2,-1,-12
Grupo-0019,7,13356387721893,0,0,0,0
Grupo-0019,7,468249015685805,0,0,0,-12
Grupo-0019,8,13356387721893,0,0,0,0
Grupo-0019,8,468249015685805,0,0,0,-12
Grupo-0019,9,13356387721893,1,2,-1,0
Grupo-0019,9,468249015685805,1,2,-1,-12
Grupo-0019,10,13356387721893,0,0,0,0
Grupo-0019,10,468249015685805,0,0,0,-12
Grupo-0019,11,13356387721893,1,2,-1,0
Grupo-0019,11,468249015685805,1,2,-1,-12
Grupo-0019,12,13356387721893,1,1,1,0
Grupo-0019,12,468249015685805,0,1,0,-12
Grupo-0019,13,468249015685805,0,0,0,-12
Grupo-0019,13,13356387721893,0,0,0,0
Grupo-0019,14,468249015685805,1,2,-1,-12
Grupo-0019,14,13356387721893,1,2,-1,0
Grupo-0019,15,13356387721893,0,1,0,0
Grupo-0019,15,468249015685805,1,1,1,-12
Grupo-0019,16,13356387721893,1,1,1,0
Grupo-0019,16,468249015685805,0,1,0,-12
Grupo-0019,17,468249015685805,1,2,-1,-12
Grupo-0019,17,13356387721893,1,2,-1,0
Grupo-0019,18,13356387721893,1,2,-1,0
Grupo-0019,18,468249015685805,1,2,-1,-12
Grupo-0019,19,13356387721893,1,2,-1,0
Grupo-0019,19,468249015685805,1,2,-1,-12
Grupo-0019,20,468249015685805,0,1,0,-12
Grupo-0019,20,13356387721893,1,1,1,0
Grupo-0019,21,468249015685805,0,1,0,-12
Grupo-0019,21,13356387721893,1,1,1,0
Grupo-0019,22,13356387721893,1,1,1,0
Grupo-0019,22,468249015685805,0,1,0,-12
Grupo-0019,23,13356387721893,1,2,-1,0
Grupo-0019,23,468249015685805,1,2,-1,-12
Grupo-0019,24,13356387721893,1,2,-1,0
Grupo-0019,24,468249015685805,1,2,-1,-12
Grupo-0019,25,13356387721893,1,2,-1,0
Grupo-0019,25,468249015685805,1,2,-1,-12
Grupo-0019,26,13356387721893,1,1,1,0
Grupo-0019,26,468249015685805,0,1,0,-12
Grupo-0019,27,468249015685805,0,1,0,-12
Grupo-0019,27,13356387721893,1,1,1,0
Grupo-0019,28,468249015685805,0,1,0,-12
Grupo-0019,28,13356387721893,1,1,1,0
Grupo-0019,29,13356387721893,0,0,0,0
Grupo-0019,29,468249015685805,0,0,0,-12
Grupo-0019,30,13356387721893,0,1,0,0
Grupo-0019,30,468249015685805,1,1,1,-12
Grupo-0019,31,468249015685805,0,1,0,-12
Grupo-0019,31,13356387721893,1,1,1,0
Grupo-0019,32,468249015685805,0,1,0,-12
Grupo-0019,32,13356387721893,1,1,1,0
Grupo-0019,33,13356387721893,0,1,0,0
Grupo-0019,33,468249015685805,1,1,1,-12
Grupo-0019,34,468249015685805,0,1,0,-12
Grupo-0019,34,13356387721893,1,1,1,0
Grupo-0019,35,468249015685805,0,0,0,-12
Grupo-0019,35,13356387721893,0,0,0,0
Grupo-0019,36,468249015685805,0,0,0,-12
Grupo-0019,36,13356387721893,0,0,0,0
Grupo-0019,37,13356387721893,1,2,-1,0
Grupo-0019,37,468249015685805,1,2,-1,-12
Grupo-0019,38,13356387721893,0,1,0,0
Grupo-0019,38,468249015685805,1,1,1,-12
Grupo-0019,39,13356387721893,1,2,-1,0
Grupo-0019,39,468249015685805,1,2,-1,-12
Grupo-0019,40,13356387721893,1,1,1,0
Grupo-0019,40,468249015685805,0,1,0,-12
Grupo-0019,41,468249015685805,0,1,0,-12
Grupo-0019,41,13356387721893,1,1,1,0
Grupo-0019,42,468249015685805,1,1,1,-12
Grupo-0019,42,13356387721893,0,1,0,0
Grupo-0019,43,468249015685805,0,0,0,-12
Grupo-0019,43,13356387721893,0,0,0,0
Grupo-0019,44,468249015685805,1,2,-1,-12
Grupo-0019,44,13356387721893,1,2,-1,0
Grupo-0019,45,468249015685805,1,2,-1,-12
Grupo-0019,45,13356387721893,1,2,-1,0
Grupo-0019,46,468249015685805,1,2,-1,-12
Grupo-0019,46,13356387721893,1,2,-1,0
Grupo-0019,47,468249015685805,0,1,0,-12
Grupo-0019,47,13356387721893,1,1,1,0
Grupo-0019,48,468249015685805,0,1,0,-12
Grupo-0019,48,13356387721893,1,1,1,0
Grupo-0019,49,13356387721893,1,1,1,0
Grupo-0019,49,468249015685805,0,1,0,-12
Grupo-0019,50,13356387721893,0,1,0,0
Grupo-0019,50,468249015685805,1,1,1,-12
Grupo-0020,1,911083385335064,0,1,0,-11
Grupo-0020,1,808621019940568,1,1,1,9
Grupo-0020,2,911083385335064,1,1,1,-11
Grupo-0020,2,808621019940568,0,1,0,9
Grupo-0020,3,911083385335064,1,2,-1,-11
Grupo-0020,3,808621019940568,1,2,-1,9
Grupo-0020,4,911083385335064,0,1,0,-11
Grupo-0020,4,808621019940568,1,1,1,9
Grupo-0020,5,911083385335064,0,1,0,-11
Grupo-0020,5,808621019940568,1,1,1,9
Grupo-0020,6,911083385335064,1,2,-1,-11
Grupo-0020,6,808621019940568,1,2,-1,9
Grupo-0020,7,808621019940568,1,1,1,9
Grupo-0020,7,911083385335064,0,1,0,-11
Grupo-0020,8,911083385335064,0,0,0,-11
Grupo-0020,8,808621019940568,0,0,0,9
Grupo-0020,9,911083385335064,0,1,0,-11
Grupo-0020,9,808621019940568,1,1,1,9
Grupo-0020,10,911083385335064,1,2,-1,-11
Grupo-0020,10,808621019940568,1,2,-1,9
Grupo-0020,11,808621019940568,1,1,1,9
Grupo-0020,11,911083385335064,0,1,0,-11
Grupo-0020,12,808621019940568,0,1,0,9
Grupo-0020,12,911083385335064,1,1,1,-11
Grupo-0020,13,808621019940568,1,2,-1,9
Grupo-0020,13,911083385335064,1,2,-1,-11
Grupo-0020,14,911083385335064,1,2,-1,-11
Grupo-0020,14,808621019940568,1,2,-1,9
Grupo-0020,15,808621019940568,1,2,-1,9
Grupo-0020,15,911083385335064,1,2,-1,-11
Grupo-0020,16,808621019940568,1,1,1,9
Grupo-0020,16,911083385335064,0,1,0,-11
Grupo-0020,17,808621019940568,1,1,1,9
Grupo-0020,17,911083385335064,0,1,0,-11
Grupo-0020,18,808621019940568,1,2,-1,9
Grupo-0020,18,911083385335064,1,2,-1,-11
Grupo-0020,19,911083385335064,0,1,0,-11
Grupo-0020,19,808621019940568,1,1,1,9
Grupo-0020,20,808621019940568,0,1,0,9
Grupo-0020,20,911083385335064,1,1,1,-11
Grupo-0020,21,808621019940568,1,2,-1,9
Grupo-0020,21,911083385335064,1,2,-1,-11
Grupo-0020,22,911083385335064,0,1,0,-11
Grupo-0020,22,808621019940568,1,1,1,9
Grupo-0020,23,911083385335064,0,1,0,-11
Grupo-0020,23,808621019940568,1,1,1,9
Grupo-0020,24,911083385335064,1,1,1,-11
Grupo-0020,24,808621019940568,0,1,0,9
Grupo-0020,25,911083385335064,1,2,-1,-11
Grupo-0020,25,808621019940568,1,2,-1,9
Grupo-0020,26,808621019940568,1,1,1,9
Grupo-0020,26,911083385335064,0,1,0,-11
Grupo-0020,27,911083385335064,0,0,0,-11
Grupo-0020,27,808621019940568,0,0,0,9
Grupo-0020,28,911083385335064,1,2,-1,-11
Grupo-0020,28,808621019940568,1,2,-1,9
Grupo-0020,29,808621019940568,1,1,1,9
Grupo-0020,29,911083385335064,0,1,0,-11
Grupo-0020,30,808621019940568,0,0,0,9
Grupo-0020,30,911083385335064,0,0,0,-11
Grupo-0020,31,808621019940568,0,0,0,9
Grupo-0020,31,911083385335064,0,0,0,-11
Grupo-0020,32,911083385335064,1,2,-1,-11
Grupo-0020,32,808621019940568,1,2,-1,9
Grupo-0020,33,911083385335064,0,1,0,-11
Grupo-0020,33,808621019940568,1,1,1,9
Grupo-0020,34,911083385335064,0,1,0,-11
Grupo-0020,34,808621019940568,1,1,1,9
Grupo-0020,35,911083385335064,0,1,0,-11
Grupo-0020,35,808621019940568,1,1,1,9
Grupo-0020,36,808621019940568,1,1,1,9
Grupo-0020,36,911083385335064,0,1,0,-11
Grupo-0020,37,911083385335064,0,1,0,-11
Grupo-0020,37,808621019940568,1,1,1,9
Grupo-0020,38,808621019940568,1,2,-1,9
Grupo-0020,38,911083385335064,1,2,-1,-11
Grupo-0020,39,911083385335064,0,0,0,-11
Grupo-0020,39,808621019940568,0,0,0,9
Grupo-0020,40,911083385335064,1,2,-1,-11
Grupo-0020,40,808621019940568,1,2,-1,9
Grupo-0020,41,808621019940568,1,1,1,9
Grupo-0020,41,911083385335064,0,1,0,-11
Grupo-0020,42,808621019940568,0,0,0,9
Grupo-0020,42,911083385335064,0,0,0,-11
Grupo-0020,43,911083385335064,0,1,0,-11
Grupo-0020,43,808621019940568,1,1,1,9
Grupo-0020,44,911083385335064,0,0,0,-11
Grupo-0020,44,808621019940568,0,0,0,9
Grupo-0020,45,911083385335064,1,2,-1,-11
Grupo-0020,45,808621019940568,1,2,-1,9
Grupo-0020,46,808621019940568,1,1,1,9
Grupo-0020,46,911083385335064,0,1,0,-11
Grupo-0020,47,911083385335064,0,1,0,-11
Grupo-0020,47,808621019940568,1,1,1,9
Grupo-0020,48,911083385335064,0,1,0,-11
Grupo-0020,48,808621019940568,1,1,1,9
Grupo-0020,49,808621019940568,1,2,-1,9
Grupo-0020,49,911083385335064,1,2,-1,-11
Grupo-0020,50,808621019940568,1,1,1,9
Grupo-0020,50,911083385335064,0,1,0,-11
Grupo-0021,1,907597849867592,0,0,0,42
Grupo-0021,1,83133970959175,0,0,0,-1
Grupo-0021,2,907597849867592,1,1,1,42
Grupo-0021,2,83133970959175,0,1,0,-1
Grupo-0021,3,907597849867592,1,1,1,42
Grupo-0021,3,83133970959175,0,1,0,-1
Grupo-0021,4,907597849867592,0,0,0,42
Grupo-0021,4,83133970959175,0,0,0,-1
Grupo-0021,5,907597849867592,1,1,1,42
Grupo-0021,5,83133970959175,0,1,0,-1
Grupo-0021,6,907597849867592,1,1,1,42
Grupo-0021,6,83133970959175,0,1,0,-1
Grupo-0021,7,907597849867592,1,1,1,42
Grupo-0021,7,83133970959175,0,1,0,-1
Grupo-0021,8,907597849867592,1,1,1,42
Grupo-0021,8,83133970959175,0,1,0,-1
Grupo-0021,9,907597849867592,1,1,1,42
Grupo-0021,9,83133970959175,0,1,0,-1
Grupo-0021,10,83133970959175,0,0,0,-1
Grupo-0021,10,907597849867592,0,0,0,42
Grupo-0021,11,907597849867592,1,1,1,42
Grupo-0021,11,83133970959175,0,1,0,-1
Grupo-0021,12,907597849867592,1,1,1,42
Grupo-0021,12,83133970959175,0,1,0,-1
Grupo-0021,13,907597849867592,1,1,1,42
Grupo-0021,13,83133970959175,0,1,0,-1
Grupo-0021,14,907597849867592,1,1,1,42
Grupo-0021,14,83133970959175,0,1,0,-1
Grupo-0021,15,907597849867592,0,0,0,42
Grupo-0021,15,83133970959175,0,0,0,-1
Grupo-0021,16,907597849867592,1,1,1,42
Grupo-0021,16,83133970959175,0,1,0,-1
Grupo-0021,17,907597849867592,1,1,1,42
Grupo-0021,17,83133970959175,0,1,0,-1
Grupo-0021,18,83133970959175,0,1,0,-1
Grupo-0021,18,907597849867592,1,1,1,42
Grupo-0021,19,907597849867592,1,1,1,42
Grupo-0021,19,83133970959175,0,1,0,-1
Grupo-0021,20,907597849867592,1,1,1,42
Grupo-0021,20,83133970959175,0,1,0,-1
Grupo-0021,21,907597849867592,1,1,1,42
Grupo-0021,21,83133970959175,0,1,0,-1
Grupo-0021,22,907597849867592,1,1,1,42
Grupo-0021,22,83133970959175,0,1,0,-1
Grupo-0021,23,907597849867592,1,2,-1,42
Grupo-0021,23,83133970959175,1,2,-1,-1
Grupo-0021,24,907597849867592,0,0,0,42
Grupo-0021,24,83133970959175,0,0,0,-1
Grupo-0021,25,907597849867592,0,0,0,42
Grupo-0021,25,83133970959175,0,0,0,-1
Grupo-0021,26,907597849867592,1,1,1,42
Grupo-0021,26,83133970959175,0,1,0,-1
Grupo-0021,27,83133970959175,0,1,0,-1
Grupo-0021,27,907597849867592,1,1,1,42
Grupo-0021,28,83133970959175,0,1,0,-1
Grupo-0021,28,907597849867592,1,1,1,42
Grupo-0021,29,907597849867592,1,1,1,42
Grupo-0021,29,83133970959175,0,1,0,-1
Grupo-0021,30,907597849867592,1,1,1,42
Grupo-0021,30,83133970959175,0,1,0,-1
Grupo-0021,31,907597849867592,1,1,1,42
Grupo-0021,31,83133970959175,0,1,0,-1
Grupo-0021,32,907597849867592,1,1,1,42
Grupo-0021,32,83133970959175,0,1,0,-1
Grupo-0021,33,907597849867592,1,1,1,42
Grupo-0021,33,83133970959175,0,1,0,-1
Grupo-0021,34,907597849867592,1,1,1,42
Grupo-0021,34,83133970959175,0,1,0,-1
Grupo-0021,35,907597849867592,1,1,1,42
Grupo-0021,35,83133970959175,0,1,0,-1
Grupo-0021,36,907597849867592,1,1,1,42
Grupo-0021,36,83133970959175,0,1,0,-1
Grupo-0021,37,907597849867592,1,1,1,42
Grupo-0021,37,83133970959175,0,1,0,-1
Grupo-0021,38,907597849867592,1,1,1,42
Grupo-0021,38,83133970959175,0,1,0,-1
Grupo-0021,39,907597849867592,1,1,1,42
Grupo-0021,39,83133970959175,0,1,0,-1
Grupo-0021,40,907597849867592,1,1,1,42
Grupo-0021,40,83133970959175,0,1,0,-1
Grupo-0021,41,907597849867592,1,1,1,42
Grupo-0021,41,83133970959175,0,1,0,-1
Grupo-0021,42,907597849867592,1,1,1,42
Grupo-0021,42,83133970959175,0,1,0,-1
Grupo-0021,43,907597849867592,1,1,1,42
Grupo-0021,43,83133970959175,0,1,0,-1
Grupo-0021,44,907597849867592,1,1,1,42
Grupo-0021,44,83133970959175,0,1,0,-1
Grupo-0021,45,907597849867592,1,1,1,42
Grupo-0021,45,83133970959175,0,1,0,-1
Grupo-0021,46,907597849867592,1,1,1,42
Grupo-0021,46,83133970959175,0,1,0,-1
Grupo-0021,47,907597849867592,1,1,1,42
Grupo-0021,47,83133970959175,0,1,0,-1
Grupo-0021,48,907597849867592,1,1,1,42
Grupo-0021,48,83133970959175,0,1,0,-1
Grupo-0021,49,907597849867592,1,1,1,42
Grupo-0021,49,83133970959175,0,1,0,-1
Grupo-0021,50,907597849867592,1,1,1,42
Grupo-0021,50,83133970959175,0,1,0,-1
Grupo-0022,1,918915269507625,1,1,1,-9
Grupo-0022,1,563173503837429,0,1,0,-7
Grupo-0022,2,918915269507625,1,2,-1,-9
Grupo-0022,2,563173503837429,1,2,-1,-7
Grupo-0022,3,563173503837429,1,2,-1,-7
Grupo-0022,3,918915269507625,1,2,-1,-9
Grupo-0022,4,918915269507625,0,1,0,-9
Grupo-0022,4,563173503837429,1,1,1,-7
Grupo-0022,5,918915269507625,0,1,0,-9
Grupo-0022,5,563173503837429,1,1,1,-7
Grupo-0022,6,563173503837429,1,2,-1,-7
Grupo-0022,6,918915269507625,1,2,-1,-9
Grupo-0022,7,918915269507625,0,1,0,-9
Grupo-0022,7,563173503837429,1,1,1,-7
Grupo-0022,8,563173503837429,1,1,1,-7
Grupo-0022,8,918915269507625,0,1,0,-9
Grupo-0022,9,918915269507625,1,2,-1,-9
Grupo-0022,9,563173503837429,1,2,-1,-7
Grupo-0022,10,563173503837429,0,0,0,-7
Grupo-0022,10,918915269507625,0,0,0,-9
Grupo-0022,11,918915269507625,1,1,1,-9
Grupo-0022,11,563173503837429,0,1,0,-7
Grupo-0022,12,563173503837429,1,2,-1,-7
Grupo-0022,12,918915269507625,1,2,-1,-9
Grupo-0022,13,563173503837429,1,2,-1,-7
Grupo-0022,13,918915269507625,1,2,-1,-9
Grupo-0022,14,918915269507625,0,1,0,-9
Grupo-0022,14,563173503837429,1,1,1,-7
Grupo-0022,15,918915269507625,0,1,0,-9
Grupo-0022,15,563173503837429,1,1,1,-7
Grupo-0022,16,563173503837429,1,2,-1,-7
Grupo-0022,16,918915269507625,1,2,-1,-9
Grupo-0022,17,563173503837429,1,1,1,-7
Grupo-0022,17,918915269507625,0,1,0,-9
Grupo-0022,18,563173503837429,0,0,0,-7
Grupo-0022,18,918915269507625,0,0,0,-9
Grupo-0022,19,918915269507625,1,2,-1,-9
