29,100,0.4,0,0,0,0,,4,
29,100,0.4,0,1,1,1,4.0,4,1.0
29,100,0.4,0,2,0,0,4.0,4,1.0
29,100,0.4,0,3,1,-1,4.0,4,1.0
29,100,0.4,0,4,0,0,4.0,4,1.0
29,100,0.4,1,0,1,-1,,6,
29,100,0.4,1,1,0,0,6.0,6,1.0
29,100,0.4,1,2,1,1,6.0,6,1.0
29,100,0.4,1,3,1,-1,6.0,6,1.0
29,100,0.4,1,4,0,0,6.0,6,1.0
29,100,0.4,2,0,0,0,,1,
29,100,0.4,2,1,0,0,1.0,1,1.0
29,100,0.4,2,2,0,0,1.0,1,1.0
29,100,0.4,2,3,0,0,1.0,1,1.0
29,100,0.4,2,4,0,0,1.0,1,1.0
29,100,0.4,3,0,1,-1,,6,
29,100,0.4,3,1,0,0,6.0,6,1.0
29,100,0.4,3,2,1,1,6.0,6,1.0
29,100,0.4,3,3,1,-1,6.0,6,1.0
29,100,0.4,3,4,0,0,6.0,6,1.0
29,100,0.4,4,0,0,0,,7,
29,100,0.4,4,1,1,1,7.0,7,1.0
29,100,0.4,4,2,1,1,7.0,7,1.0
29,100,0.4,4,3,1,-1,7.0,7,1.0
29,100,0.4,4,4,1,1,7.0,7,1.0
29,100,0.4,5,0,1,-1,,5,
29,100,0.4,5,1,1,1,5.0,5,1.0
29,100,0.4,5,2,0,0,5.0,5,1.0
29,100,0.4,5,3,1,-1,5.0,5,1.0
29,100,0.4,5,4,1,1,5.0,5,1.0
29,100,0.4,6,0,1,-1,,5,
29,100,0.4,6,1,1,1,5.0,5,1.0
29,100,0.4,6,2,0,0,5.0,5,1.0
29,100,0.4,6,3,1,-1,5.0,5,1.0
29,100,0.4,6,4,1,1,5.0,5,1.0
29,100,0.4,7,0,1,-1,,1,
29,100,0.4,7,1,1,1,1.0,1,1.0
29,100,0.4,7,2,0,0,1.0,1,1.0
29,100,0.4,7,3,0,0,1.0,1,1.0
29,100,0.4,7,4,0,0,1.0,1,1.0
29,100,0.4,8,0,1,-1,,2,
29,100,0.4,8,1,0,0,2.0,2,1.0
29,100,0.4,8,2,0,0,2.0,2,1.0
29,100,0.4,8,3,0,0,2.0,2,1.0
29,100,0.4,8,4,0,0,2.0,2,1.0
29,100,0.4,9,0,0,0,,7,
29,100,0.4,9,1,1,1,7.0,7,1.0
29,100,0.4,9,2,1,1,7.0,7,1.0
29,100,0.4,9,3,1,-1,7.0,7,1.0
29,100,0.4,9,4,1,1,7.0,7,1.0
29,100,0.4,10,0,0,0,,3,
29,100,0.4,10,1,0,0,3.0,3,1.0
29,100,0.4,10,2,0,0,3.0,3,1.0
29,100,0.4,10,3,0,0,3.0,3,1.0
29,100,0.4,10,4,0,0,3.0,3,1.0
29,100,0.4,11,0,1,-1,,5,
29,100,0.4,11,1,1,1,5.0,5,1.0
29,100,0.4,11,2,0,0,5.0,5,1.0
29,100,0.4,11,3,1,-1,5.0,5,1.0
29,100,0.4,11,4,1,1,5.0,5,1.0
29,100,0.4,12,0,0,0,,6,
29,100,0.4,12,1,1,1,6.0,6,1.0
