59,100,0.8,0,0,0,0,,0,
59,100,0.8,0,1,0,0,0.0,0,1.0
59,100,0.8,0,2,0,0,0.0,0,1.0
59,100,0.8,0,3,0,0,0.0,1,0.0
59,100,0.8,0,4,0,0,1.0,1,1.0
59,100,0.8,1,0,1,-1,,6,
59,100,0.8,1,1,0,0,6.0,6,1.0
59,100,0.8,1,2,1,1,6.0,6,1.0
59,100,0.8,1,3,1,-1,6.0,6,1.0
59,100,0.8,1,4,0,0,6.0,6,1.0
59,100,0.8,2,0,0,0,,6,
59,100,0.8,2,1,1,1,6.0,6,1.0
59,100,0.8,2,2,1,1,6.0,6,1.0
59,100,0.8,2,3,1,-1,6.0,6,1.0
59,100,0.8,2,4,0,0,6.0,6,1.0
59,100,0.8,3,0,0,0,,2,
59,100,0.8,3,1,0,0,2.0,2,1.0
59,100,0.8,3,2,0,0,2.0,2,1.0
59,100,0.8,3,3,1,0,2.0,6,0.0
59,100,0.8,3,4,1,-1,6.0,6,1.0
59,100,0.8,4,0,0,0,,4,
59,100,0.8,4,1,1,1,4.0,4,1.0
59,100,0.8,4,2,0,0,4.0,4,1.0
59,100,0.8,4,3,1,-1,4.0,6,0.0
59,100,0.8,4,4,0,0,6.0,6,1.0
59,100,0.8,5,0,0,0,,6,
59,100,0.8,5,1,1,1,6.0,6,1.0
59,100,0.8,5,2,1,1,6.0,6,1.0
59,100,0.8,5,3,1,-1,6.0,6,1.0
59,100,0.8,5,4,0,0,6.0,6,1.0
59,100,0.8,6,0,0,0,,1,
59,100,0.8,6,1,0,0,1.0,1,1.0
59,100,0.8,6,2,0,0,1.0,1,1.0
59,100,0.8,6,3,1,0,1.0,6,0.0
59,100,0.8,6,4,1,-1,6.0,6,1.0
59,100,0.8,7,0,0,0,,4,
59,100,0.8,7,1,1,1,4.0,4,1.0
59,100,0.8,7,2,0,0,4.0,4,1.0
59,100,0.8,7,3,1,-1,4.0,6,0.0
59,100,0.8,7,4,0,0,6.0,6,1.0
59,100,0.8,8,0,1,-1,,2,
59,100,0.8,8,1,0,0,2.0,2,1.0
59,100,0.8,8,2,0,0,2.0,2,1.0
59,100,0.8,8,3,1,0,2.0,6,0.0
59,100,0.8,8,4,1,-1,6.0,6,1.0
59,100,0.8,9,0,1,-1,,5,
59,100,0.8,9,1,1,1,5.0,5,1.0
59,100,0.8,9,2,0,0,5.0,5,1.0
59,100,0.8,9,3,1,-1,5.0,6,0.0
59,100,0.8,9,4,0,0,6.0,6,1.0
59,100,0.8,10,0,0,0,,4,
59,100,0.8,10,1,1,1,4.0,4,1.0
59,100,0.8,10,2,0,0,4.0,4,1.0
59,100,0.8,10,3,1,-1,4.0,6,0.0
59,100,0.8,10,4,0,0,6.0,6,1.0
59,100,0.8,11,0,1,-1,,1,
59,100,0.8,11,1,1,1,1.0,1,1.0
59,100,0.8,11,2,0,0,1.0,1,1.0
59,100,0.8,11,3,0,0,1.0,1,1.0
59,100,0.8,11,4,0,0,1.0,1,1.0
59,100,0.8,12,0,1,-1,,6,
59,100,0.8,12,1,0,0,6.0,6,1.0
59,100,0.8,12,2,1,1,6.0,6,1.0
59,100,0.8,12,3,1,-1,6.0,6,1.0
59,100,0.8,12,4,0,0,6.0,6,1.0
59,100,0.8,13,0,0,0,,7,
59,100,0.8,13,1,1,1,7.0,7,1.0
59,100,0.8,13,2,1,1,7.0,7,1.0
59,100,0.8,13,3,1,-1,7.0,7,1.0
59,100,0.8,13,4,1,-1,7.0,7,1.0
59,100,0.8,14,0,0,0,,2,
59,100,0.8,14,1,0,0,2.0,2,1.0
59,100,0.8,14,2,0,0,2.0,2,1.0
59,100,0.8,14,3,1,0,2.0,6,0.0
59,100,0.8,14,4,1,-1,6.0,6,1.0
59,100,0.8,15,0,0,0,,3,
59,100,0.8,15,1,0,0,3.0,3,1.0
59,100,0.8,15,2,0,0,3.0,3,1.0
59,100,0.8,15,3,1,0,3.0,6,0.0
59,100,0.8,15,4,1,-1,6.0,6,1.0
59,100,0.8,16,0,1,-1,,6,
59,100,0.8,16,1,0,0,6.0,6,1.0
59,100,0.8,16,2,1,1,6.0,6,1.0
59,100,0.8,16,3,1,-1,6.0,6,1.0
59,100,0.8,16,4,0,0,6.0,6,1.0
59,100,0.8,17,0,0,0,,3,
59,100,0.8,17,1,0,0,3.0,3,1.0
59,100,0.8,17,2,0,0,3.0,3,1.0
59,100,0.8,17,3,1,0,3.0,6,0.0
59,100,0.8,17,4,1,-1,6.0,6,1.0
59,100,0.8,18,0,0,0,,4,
59,100,0.8,18,1,1,1,4.0,4,1.0
59,100,0.8,18,2,0,0,4.0,4,1.0
59,100,0.8,18,3,1,-1,4.0,6,0.0
59,100,0.8,18,4,0,0,6.0,6,1.0
59,100,0.8,19,0,0,0,,0,
59,100,0.8,19,1,0,0,0.0,0,1.0
59,100,0.8,19,2,0,0,0.0,0,1.0
59,100,0.8,19,3,1,0,0.0,6,0.0
59,100,0.8,19,4,1,-1,6.0,6,1.0
59,100,0.8,20,0,1,-1,,3,
59,100,0.8,20,1,1,1,3.0,3,1.0
59,100,0.8,20,2,1,1,3.0,3,1.0
59,100,0.8,20,3,1,-1,3.0,3,1.0
59,100,0.8,20,4,1,-1,3.0,3,1.0
59,100,0.8,21,0,0,0,,0,
59,100,0.8,21,1,0,0,0.0,0,1.0
59,100,0.8,21,2,0,0,0.0,0,1.0
59,100,0.8,21,3,1,0,0.0,6,0.0
59,100,0.8,21,4,1,-1,6.0,6,1.0
59,100,0.8,22,0,0,0,,1,
59,100,0.8,22,1,0,0,1.0,1,1.0
59,100,0.8,22,2,0,0,1.0,1,1.0
59,100,0.8,22,3,1,0,1.0,6,0.0
59,100,0.8,22,4,1,-1,6.0,6,1.0
59,100,0.8,23,0,0,0,,1,
59,100,0.8,23,1,0,0,1.0,1,1.0
59,100,0.8,23,2,0,0,1.0,1,1.0
59,100,0.8,23,3,1,0,1.0,6,0.0
59,100,0.8,23,4,1,-1,6.0,6,1.0
59,100,0.8,24,0,0,0,,6,
59,100,0.8,24,1,1,1,6.0,6,1.0
59,100,0.8,24,2,1,1,6.0,6,1.0
59,100,0.8,24,3,1,-1,6.0,6,1.0
